"county","collection_dt","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Georgia","2020-03-16","1645","5040","220","748","15.2","15.6"
"Georgia","2020-03-17","2069","7109","286","1034","16.2","14.2"
"Georgia","2020-03-18","1909","9018","280","1314","16.5","14.4"
"Georgia","2020-03-19","2114","11132","307","1621","17.1","14.3"
"Georgia","2020-03-20","2380","13512","388","2009","16.6","14.9"
"Georgia","2020-03-21","892","14404","186","2195","16.5","15"
"Georgia","2020-03-22","909","15313","214","2409","16.7","15.4"
"Georgia","2020-03-23","3005","18318","611","3020","17.7","16.5"
"Georgia","2020-03-24","3338","21656","648","3668","18.5","17.4"
"Georgia","2020-03-25","3321","24977","642","4310","19.2","17.8"
"Georgia","2020-03-26","3133","28110","607","4917","19.9","18.5"
"Georgia","2020-03-27","3017","31127","645","5562","20.6","18.6"
"Georgia","2020-03-28","1114","32241","334","5896","21.9","19.2"
"Georgia","2020-03-29","937","33178","304","6200","23.2","20"
"Georgia","2020-03-30","3379","36557","749","6949","23.4","20.6"
"Georgia","2020-03-31","2827","39384","615","7564","23.8","21.1"
"Georgia","2020-04-01","3318","42702","673","8237","23.9","21.5"
"Georgia","2020-04-02","3271","45973","553","8790","23.6","21.7"
"Georgia","2020-04-03","3442","49415","637","9427","23.1","21.9"
"Georgia","2020-04-04","1636","51051","297","9724","21.5","21.7"
"Georgia","2020-04-05","844","51895","171","9895","19.7","21.4"
"Georgia","2020-04-06","4046","55941","733","10628","19.1","21.3"
"Georgia","2020-04-07","4661","60602","661","11289","18.1","20.9"
"Georgia","2020-04-08","4809","65411","678","11967","17.2","20.5"
"Georgia","2020-04-09","4563","69974","771","12738","17.2","20.4"
"Georgia","2020-04-10","5184","75158","898","13636","17","20.1"
"Georgia","2020-04-11","2446","77604","339","13975","16.4","18.9"
"Georgia","2020-04-12","943","78547","219","14194","16.8","18.3"
"Georgia","2020-04-13","4650","83197","779","14973","16.6","17.9"
"Georgia","2020-04-14","5568","88765","794","15767","16.6","17.3"
"Georgia","2020-04-15","5399","94164","710","16477","16.5","16.8"
"Georgia","2020-04-16","6292","100456","781","17258","15.9","16.5"
"Georgia","2020-04-17","6829","107285","796","18054","15","16"
"Georgia","2020-04-18","3489","110774","445","18499","14.9","15.6"
"Georgia","2020-04-19","2057","112831","418","18917","14.5","15.6"
"Georgia","2020-04-20","7962","120793","886","19803","13.7","15.1"
"Georgia","2020-04-21","8890","129683","914","20717","13.1","14.9"
"Georgia","2020-04-22","8695","138378","865","21582","12.6","14.6"
"Georgia","2020-04-23","6513","144891","650","22232","12.3","14.1"
"Georgia","2020-04-24","9453","154344","715","22947","11.7","13.4"
"Georgia","2020-04-25","4810","159154","341","23288","10.9","12.9"
"Georgia","2020-04-26","2087","161241","252","23540","9.7","12.1"
"Georgia","2020-04-27","8397","169638","896","24436","9.7","11.7"
"Georgia","2020-04-28","10069","179707","903","25339","9.5","11.3"
"Georgia","2020-04-29","10740","190447","885","26224","9.2","10.9"
"Georgia","2020-04-30","11099","201546","799","27023","8.8","10.6"
"Georgia","2020-05-01","10684","212230","881","27904","8.9","10.3"
"Georgia","2020-05-02","5673","217903","451","28355","9","10"
"Georgia","2020-05-03","3506","221409","283","28638","8.5","9.1"
"Georgia","2020-05-04","10846","232255","958","29596","8.2","8.9"
"Georgia","2020-05-05","9622","241877","587","30183","7.8","8.6"
"Georgia","2020-05-06","10956","252833","587","30770","7.4","8.3"
"Georgia","2020-05-07","9093","261926","594","31364","7.3","8.1"
"Georgia","2020-05-08","11724","273650","750","32114","7","8"
"Georgia","2020-05-09","6438","280088","402","32516","6.8","7.9"
"Georgia","2020-05-10","2243","282331","249","32765","7.2","7.9"
"Georgia","2020-05-11","13490","295821","822","33587","6.8","7.5"
"Georgia","2020-05-12","13634","309455","708","34295","6.7","7.3"
"Georgia","2020-05-13","12648","322103","673","34968","6.7","7"
"Georgia","2020-05-14","13353","335456","788","35756","6.6","7"
"Georgia","2020-05-15","15135","350591","926","36682","6.6","6.8"
"Georgia","2020-05-16","7289","357880","549","37231","6.8","6.8"
"Georgia","2020-05-17","3687","361567","304","37535","6.3","6.8"
"Georgia","2020-05-18","12505","374072","912","38447","6.5","6.7"
"Georgia","2020-05-19","14732","388804","922","39369","6.7","6.7"
"Georgia","2020-05-20","14309","403113","762","40131","6.7","6.7"
"Georgia","2020-05-21","13176","416289","761","40892","6.6","6.6"
"Georgia","2020-05-22","12851","429140","746","41638","6.6","6.6"
"Georgia","2020-05-23","6353","435493","439","42077","6.5","6.6"
"Georgia","2020-05-24","3319","438812","262","42339","6.5","6.4"
"Georgia","2020-05-25","3138","441950","205","42544","6.4","6.4"
"Georgia","2020-05-26","15499","457449","1093","43637","6.5","6.6"
"Georgia","2020-05-27","15006","472455","799","44436","6.5","6.6"
"Georgia","2020-05-28","14270","486725","742","45178","6.4","6.5"
"Georgia","2020-05-29","13055","499780","743","45921","6.4","6.5"
"Georgia","2020-05-30","6333","506113","417","46338","6.3","6.4"
"Georgia","2020-05-31","3366","509479","230","46568","6.2","6.3"
"Georgia","2020-06-01","13447","522926","931","47499","6.2","6.3"
"Georgia","2020-06-02","14076","537002","904","48403","6.1","6.3"
"Georgia","2020-06-03","15012","552014","898","49301","6.2","6.4"
"Georgia","2020-06-04","14473","566487","876","50177","6.4","6.4"
"Georgia","2020-06-05","13026","579513","815","50992","6.4","6.4"
"Georgia","2020-06-06","7661","587174","514","51506","6.5","6.4"
"Georgia","2020-06-07","3505","590679","333","51839","6.8","6.5"
"Georgia","2020-06-08","14727","605406","1074","52913","6.9","6.6"
"Georgia","2020-06-09","14463","619869","899","53812","6.9","6.5"
"Georgia","2020-06-10","15227","635096","1153","54965","7.1","6.7"
"Georgia","2020-06-11","16598","651694","1172","56137","7.2","6.8"
"Georgia","2020-06-12","14335","666029","948","57085","7.3","6.9"
"Georgia","2020-06-13","7415","673444","654","57739","7.6","7"
"Georgia","2020-06-14","4016","677460","420","58159","7.7","7.3"
"Georgia","2020-06-15","17815","695275","1451","59610","7.8","7.4"
"Georgia","2020-06-16","17939","713214","1435","61045","8.1","7.5"
"Georgia","2020-06-17","16824","730038","1697","62742","8.5","7.8"
"Georgia","2020-06-18","17619","747657","1765","64507","8.9","8.1"
"Georgia","2020-06-19","18303","765960","1799","66306","9.3","8.3"
"Georgia","2020-06-20","9592","775552","1178","67484","9.8","8.7"
"Georgia","2020-06-21","3875","779427","562","68046","10.4","9.1"
"Georgia","2020-06-22","24309","803736","3098","71144","11.1","9.5"
"Georgia","2020-06-23","22293","826029","2576","73720","11.6","9.8"
"Georgia","2020-06-24","22832","848861","2742","76462","11.8","10.2"
"Georgia","2020-06-25","25319","874180","3191","79653","12.2","10.5"
"Georgia","2020-06-26","27844","902024","3111","82764","12.4","10.9"
"Georgia","2020-06-27","14061","916085","1884","84648","12.6","11.2"
"Georgia","2020-06-28","5768","921853","993","85641","13","11.7"
"Georgia","2020-06-29","32133","953986","4012","89653","12.9","12"
"Georgia","2020-06-30","33241","987227","4180","93833","13.1","12.3"
"Georgia","2020-07-01","31738","1018965","3903","97736","13.1","12.5"
"Georgia","2020-07-02","33675","1052640","4076","101812","13","12.6"
"Georgia","2020-07-03","14470","1067110","2154","103966","13.6","13"
"Georgia","2020-07-04","5443","1072553","898","104864","14","13.3"
"Georgia","2020-07-05","6259","1078812","1216","106080","14.3","13.6"
"Georgia","2020-07-06","35512","1114324","5411","111491","14.7","13.8"
"Georgia","2020-07-07","35576","1149900","4782","116273","14.8","14"
"Georgia","2020-07-08","35608","1185508","4743","121016","15","14"
"Georgia","2020-07-09","35445","1220953","4632","125648","15.1","14.1"
"Georgia","2020-07-10","34441","1255394","4495","130143","14.9","14.2"
"Georgia","2020-07-11","14559","1269953","2453","132596","14.9","14.5"
"Georgia","2020-07-12","7847","1277800","1433","134029","14.7","14.5"
"Georgia","2020-07-13","35039","1312839","5164","139193","14.7","14.7"
"Georgia","2020-07-14","33877","1346716","4697","143890","14.7","14.8"
"Georgia","2020-07-15","33754","1380470","4507","148397","14.7","14.9"
"Georgia","2020-07-16","36505","1416975","4683","153080","14.7","14.9"
"Georgia","2020-07-17","31098","1448073","3906","156986","14.6","14.7"
"Georgia","2020-07-18","14240","1462313","2073","159059","14.3","14.6"
"Georgia","2020-07-19","7432","1469745","1184","160243","14","14.4"
"Georgia","2020-07-20","33546","1503291","4718","164961","13.9","14.3"
"Georgia","2020-07-21","29498","1532789","3866","168827","13.8","14.3"
"Georgia","2020-07-22","31343","1564132","3893","172720","13.6","14.2"
"Georgia","2020-07-23","32157","1596289","3910","176630","13.5","14.1"
"Georgia","2020-07-24","30028","1626317","3776","180406","13.5","14.1"
"Georgia","2020-07-25","15340","1641657","2245","182651","13.6","13.9"
"Georgia","2020-07-26","6236","1647893","1052","183703","13.7","13.8"
"Georgia","2020-07-27","34089","1681982","4176","187879","13.4","13.7"
"Georgia","2020-07-28","29425","1711407","3613","191492","13.3","13.5"
"Georgia","2020-07-29","29783","1741190","3704","195196","13.3","13.5"
"Georgia","2020-07-30","29460","1770650","3650","198846","13.3","13.4"
"Georgia","2020-07-31","28728","1799378","3154","202000","13.1","13.3"
"Georgia","2020-08-01","14689","1814067","1944","203944","12.9","13.2"
"Georgia","2020-08-02","6314","1820381","975","204919","12.7","13.2"
"Georgia","2020-08-03","27550","1847931","2924","207843","12.5","13"
"Georgia","2020-08-04","28459","1876390","3291","211134","12.4","12.8"
"Georgia","2020-08-05","29685","1906075","3378","214512","12.2","12.8"
"Georgia","2020-08-06","27852","1933927","2993","217505","12","12.7"
"Georgia","2020-08-07","27766","1961693","2770","220275","11.9","12.5"
"Georgia","2020-08-08","14465","1976158","1429","221704","11.4","12.1"
"Georgia","2020-08-09","7184","1983342","981","222685","11.1","11.9"
"Georgia","2020-08-10","29194","2012536","3068","225753","11.1","11.8"
"Georgia","2020-08-11","26516","2039052","2626","228379","10.9","11.6"
"Georgia","2020-08-12","25955","2065007","2468","230847","10.6","11.4"
"Georgia","2020-08-13","25270","2090277","2166","233013","10.3","11.1"
"Georgia","2020-08-14","27689","2117966","2258","235271","10","10.9"
"Georgia","2020-08-15","11451","2129417","1176","236447","10.1","10.7"
"Georgia","2020-08-16","9471","2138888","1035","237482","9.7","10.4"
"Georgia","2020-08-17","19528","2158416","1784","239266","9.5","10.3"
"Georgia","2020-08-18","24578","2182994","2173","241439","9.3","10.1"
"Georgia","2020-08-19","26382","2209376","2195","243634","9.2","9.9"
"Georgia","2020-08-20","23713","2233089","1974","245608","9.1","9.7"
"Georgia","2020-08-21","26093","2259182","2030","247638","9.1","9.6"
"Georgia","2020-08-22","12695","2271877","1064","248702","8.8","9.4"
"Georgia","2020-08-23","6332","2278209","701","249403","8.8","9.3"
"Georgia","2020-08-24","25148","2303357","2266","251669","8.8","9.2"
"Georgia","2020-08-25","23189","2326546","1916","253585","8.7","9"
"Georgia","2020-08-26","26199","2352745","2221","255806","8.8","9"
"Georgia","2020-08-27","24365","2377110","1909","257715","8.7","8.9"
"Georgia","2020-08-28","24914","2402024","2030","259745","8.7","8.9"
"Georgia","2020-08-29","11953","2413977","1019","260764","8.8","8.8"
"Georgia","2020-08-30","6702","2420679","777","261541","8.8","8.8"
"Georgia","2020-08-31","24505","2445184","2127","263668","8.8","8.8"
"Georgia","2020-09-01","23764","2468948","1910","265578","8.8","8.7"
"Georgia","2020-09-02","24227","2493175","1927","267505","8.7","8.7"
"Georgia","2020-09-03","23165","2516340","1817","269322","8.7","8.7"
"Georgia","2020-09-04","23213","2539553","1894","271216","8.7","8.7"
"Georgia","2020-09-05","11388","2550941","803","272019","8.5","8.6"
"Georgia","2020-09-06","5735","2556676","558","272577","8.2","8.5"
"Georgia","2020-09-07","7125","2563801","658","273235","8.3","8.5"
"Georgia","2020-09-08","26036","2589837","2073","275308","8.3","8.5"
"Georgia","2020-09-09","24888","2614725","1853","277161","8.2","8.4"
"Georgia","2020-09-10","24454","2639179","1750","278911","8.1","8.4"
"Georgia","2020-09-11","23322","2662501","1594","280505","7.9","8.3"
"Georgia","2020-09-12","10287","2672788","781","281286","8","8.2"
"Georgia","2020-09-13","5422","2678210","577","281863","8.1","8.2"
"Georgia","2020-09-14","24835","2703045","1722","283585","7.8","8"
"Georgia","2020-09-15","22838","2725883","1475","285060","7.6","7.9"
"Georgia","2020-09-16","22595","2748478","1256","286316","7.3","7.8"
"Georgia","2020-09-17","18228","2766706","1110","287426","7.2","7.6"
"Georgia","2020-09-18","22920","2789626","1324","288750","7","7.5"
"Georgia","2020-09-19","11664","2801290","756","289506","6.8","7.4"
"Georgia","2020-09-20","4734","2806024","400","289906","6.5","7.3"
"Georgia","2020-09-21","22993","2829017","1421","291327","6.4","7.1"
"Georgia","2020-09-22","21118","2850135","1246","292573","6.3","7"
"Georgia","2020-09-23","21970","2872105","1296","293869","6.4","6.9"
"Georgia","2020-09-24","20814","2892919","1185","295054","6.3","6.7"
"Georgia","2020-09-25","20824","2913743","1193","296247","6.3","6.7"
"Georgia","2020-09-26","8461","2922204","648","296895","6.5","6.7"
"Georgia","2020-09-27","4580","2926784","375","297270","6.5","6.5"
"Georgia","2020-09-28","21932","2948716","1276","298546","6.4","6.4"
"Georgia","2020-09-29","20970","2969686","1075","299621","6.3","6.3"
"Georgia","2020-09-30","21551","2991237","1216","300837","6.3","6.3"
"Georgia","2020-10-01","23188","3014425","1144","301981","6.2","6.2"
"Georgia","2020-10-02","22130","3036555","1182","303163","6.1","6.2"
"Georgia","2020-10-03","11757","3048312","689","303852","5.8","6.2"
"Georgia","2020-10-04","5599","3053911","411","304263","5.7","6.1"
"Georgia","2020-10-05","24719","3078630","1452","305715","5.7","6.1"
"Georgia","2020-10-06","22619","3101249","1190","306905","5.8","6"
"Georgia","2020-10-07","17095","3118344","973","307878","5.8","6"
"Georgia","2020-10-08","7031","3125375","303","308181","5.7","5.9"
"Georgia","2020-10-09","853","3126228","32","308213","5.4","5.8"
"Georgia","2020-10-10","0","3126228","0","308213","4.6","5.2"
"Appling","2020-02-01","0","0","0","0",".","."
"Appling","2020-02-02","0","0","0","0",".","."
"Appling","2020-02-03","0","0","0","0",".","."
"Appling","2020-02-04","0","0","0","0",".","."
"Appling","2020-02-05","0","0","0","0",".","."
"Appling","2020-02-06","0","0","0","0",".","."
"Appling","2020-02-07","0","0","0","0","0","."
"Appling","2020-02-08","0","0","0","0","0","."
"Appling","2020-02-09","0","0","0","0","0","."
"Appling","2020-02-10","0","0","0","0","0","."
"Appling","2020-02-11","0","0","0","0","0","."
"Appling","2020-02-12","0","0","0","0","0","."
"Appling","2020-02-13","0","0","0","0","0","."
"Appling","2020-02-14","0","0","0","0","0","0"
"Appling","2020-02-15","0","0","0","0","0","0"
"Appling","2020-02-16","0","0","0","0","0","0"
"Appling","2020-02-17","0","0","0","0","0","0"
"Appling","2020-02-18","0","0","0","0","0","0"
"Appling","2020-02-19","0","0","0","0","0","0"
"Appling","2020-02-20","0","0","0","0","0","0"
"Appling","2020-02-21","0","0","0","0","0","0"
"Appling","2020-02-22","0","0","0","0","0","0"
"Appling","2020-02-23","0","0","0","0","0","0"
"Appling","2020-02-24","0","0","0","0","0","0"
"Appling","2020-02-25","0","0","0","0","0","0"
"Appling","2020-02-26","0","0","0","0","0","0"
"Appling","2020-02-27","0","0","0","0","0","0"
"Appling","2020-02-28","0","0","0","0","0","0"
"Appling","2020-02-29","0","0","0","0","0","0"
"Appling","2020-03-01","0","0","0","0","0","0"
"Appling","2020-03-02","0","0","0","0","0","0"
"Appling","2020-03-03","0","0","0","0","0","0"
"Appling","2020-03-04","0","0","0","0","0","0"
"Appling","2020-03-05","0","0","0","0","0","0"
"Appling","2020-03-06","0","0","0","0","0","0"
"Appling","2020-03-07","0","0","0","0","0","0"
"Appling","2020-03-08","0","0","0","0","0","0"
"Appling","2020-03-09","0","0","0","0","0","0"
"Appling","2020-03-10","0","0","0","0","0","0"
"Appling","2020-03-11","0","0","0","0","0","0"
"Appling","2020-03-12","0","0","0","0","0","0"
"Appling","2020-03-13","1","1","0","0","0","0"
"Appling","2020-03-14","0","1","0","0","0","0"
"Appling","2020-03-15","0","1","0","0","0","0"
"Appling","2020-03-16","3","4","0","0","0","0"
"Appling","2020-03-17","3","7","0","0","0","0"
"Appling","2020-03-18","3","10","0","0","0","0"
"Appling","2020-03-19","3","13","0","0","0","0"
"Appling","2020-03-20","2","15","0","0","0","0"
"Appling","2020-03-21","1","16","0","0","0","0"
"Appling","2020-03-22","1","17","0","0","0","0"
"Appling","2020-03-23","1","18","0","0","0","0"
"Appling","2020-03-24","4","22","0","0","0","0"
"Appling","2020-03-25","6","28","0","0","0","0"
"Appling","2020-03-26","3","31","0","0","0","0"
"Appling","2020-03-27","2","33","1","1","7.1","3.6"
"Appling","2020-03-28","3","36","2","3","16.7","8.3"
"Appling","2020-03-29","0","36","0","3","16.7","8.3"
"Appling","2020-03-30","8","44","2","5","20.2","10.1"
"Appling","2020-03-31","5","49","1","6","23.1","11.5"
"Appling","2020-04-01","4","53","0","6","23.1","11.5"
"Appling","2020-04-02","3","56","0","6","23.1","11.5"
"Appling","2020-04-03","1","57","1","7","30.2","18.7"
"Appling","2020-04-04","0","57","0","7","20.7","18.7"
"Appling","2020-04-05","2","59","0","7","20.7","18.7"
"Appling","2020-04-06","7","66","1","8","19.2","19.7"
"Appling","2020-04-07","5","71","0","8","16.3","19.7"
"Appling","2020-04-08","5","76","2","10","22","22.6"
"Appling","2020-04-09","1","77","0","10","22","22.6"
"Appling","2020-04-10","1","78","0","10","7.8","19"
"Appling","2020-04-11","3","81","3","13","22","21.4"
"Appling","2020-04-12","0","81","0","13","22","21.4"
"Appling","2020-04-13","10","91","5","18","27.1","23.2"
"Appling","2020-04-14","3","94","1","19","31.9","24.1"
"Appling","2020-04-15","4","98","0","19","26.2","24.1"
"Appling","2020-04-16","4","102","0","19","26.2","24.1"
"Appling","2020-04-17","57","159","47","66","38","22.9"
"Appling","2020-04-18","1","160","0","66","23.7","22.9"
"Appling","2020-04-19","0","160","0","66","23.7","22.9"
"Appling","2020-04-20","5","165","1","67","19.4","23.3"
"Appling","2020-04-21","3","168","0","67","14.6","23.3"
"Appling","2020-04-22","54","222","12","79","17.8","22"
"Appling","2020-04-23","80","302","0","79","17.8","22"
"Appling","2020-04-24","2","304","1","80","13.2","25.6"
"Appling","2020-04-25","6","310","0","80","13.2","18.4"
"Appling","2020-04-26","1","311","0","80","13.2","18.4"
"Appling","2020-04-27","10","321","0","80","10.3","14.9"
"Appling","2020-04-28","5","326","1","81","13.2","13.9"
"Appling","2020-04-29","6","332","0","81","10","13.9"
"Appling","2020-04-30","13","345","1","82","11.1","14.5"
"Appling","2020-05-01","5","350","0","82","4","8.6"
"Appling","2020-05-02","2","352","0","82","4","8.6"
"Appling","2020-05-03","0","352","0","82","4","8.6"
"Appling","2020-05-04","8","360","0","82","4","7.1"
"Appling","2020-05-05","7","367","0","82","1.1","7.1"
"Appling","2020-05-06","4","371","0","82","1.1","5.5"
"Appling","2020-05-07","8","379","0","82","0","5.5"
"Appling","2020-05-08","7","386","2","84","4.1","4"
"Appling","2020-05-09","3","389","0","84","4.1","4"
"Appling","2020-05-10","1","390","1","85","18.4","11.2"
"Appling","2020-05-11","7","397","0","85","18.4","11.2"
"Appling","2020-05-12","7","404","0","85","18.4","9.7"
"Appling","2020-05-13","7","411","2","87","22.4","11.8"
"Appling","2020-05-14","8","419","0","87","22.4","11.2"
"Appling","2020-05-15","4","423","3","90","29.1","16.6"
"Appling","2020-05-16","1","424","0","90","29.1","16.6"
"Appling","2020-05-17","1","425","1","91","29.1","23.7"
"Appling","2020-05-18","5","430","1","92","31.9","25.2"
"Appling","2020-05-19","13","443","2","94","34.1","26.3"
"Appling","2020-05-20","11","454","2","96","32.7","27.6"
"Appling","2020-05-21","38","492","2","98","33.4","27.9"
"Appling","2020-05-22","30","522","1","99","23.2","26.1"
"Appling","2020-05-23","2","524","1","100","30.3","29.7"
"Appling","2020-05-24","4","528","0","100","16","22.6"
"Appling","2020-05-25","2","530","0","100","13.2","22.6"
"Appling","2020-05-26","28","558","5","105","13.5","23.8"
"Appling","2020-05-27","5","563","0","105","10.9","21.8"
"Appling","2020-05-28","10","573","1","106","11.6","22.5"
"Appling","2020-05-29","3","576","0","106","11.1","17.1"
"Appling","2020-05-30","2","578","1","107","11.1","20.7"
"Appling","2020-05-31","0","578","0","107","11.1","13.6"
"Appling","2020-06-01","23","601","5","112","14.2","13.7"
"Appling","2020-06-02","8","609","5","117","20.6","17.1"
"Appling","2020-06-03","5","614","3","120","29.2","20"
"Appling","2020-06-04","11","625","4","124","32.9","22.3"
"Appling","2020-06-05","5","630","0","124","32.9","22"
"Appling","2020-06-06","0","630","0","124","25.8","18.5"
"Appling","2020-06-07","2","632","0","124","25.8","18.5"
"Appling","2020-06-08","6","638","1","125","25.1","19.7"
"Appling","2020-06-09","6","644","2","127","20.9","20.8"
"Appling","2020-06-10","10","654","2","129","15.2","22.2"
"Appling","2020-06-11","12","666","1","130","11.2","22.1"
"Appling","2020-06-12","5","671","1","131","14","23.5"
"Appling","2020-06-13","2","673","0","131","14","19.9"
"Appling","2020-06-14","5","678","1","132","16.9","21.4"
"Appling","2020-06-15","14","692","3","135","17.6","21.3"
"Appling","2020-06-16","14","706","3","138","15.9","18.4"
"Appling","2020-06-17","7","713","1","139","15.1","15.1"
"Appling","2020-06-18","12","725","0","139","13.9","12.5"
"Appling","2020-06-19","9","734","2","141","14.2","14.1"
"Appling","2020-06-20","4","738","2","143","21.3","17.7"
"Appling","2020-06-21","1","739","1","144","32.8","24.8"
"Appling","2020-06-22","19","758","2","146","31.2","24.4"
"Appling","2020-06-23","11","769","3","149","32","24"
"Appling","2020-06-24","34","803","2","151","30.8","23"
"Appling","2020-06-25","22","825","3","154","32.8","23.3"
"Appling","2020-06-26","30","855","1","155","30.1","22.1"
"Appling","2020-06-27","13","868","2","157","25.1","23.2"
"Appling","2020-06-28","9","877","1","158","12.4","22.6"
"Appling","2020-06-29","40","917","5","163","12.7","22"
"Appling","2020-06-30","30","947","9","172","13.1","22.6"
"Appling","2020-07-01","31","978","7","179","15.5","23.2"
"Appling","2020-07-02","34","1012","3","182","14.8","23.8"
"Appling","2020-07-03","22","1034","5","187","17.6","23.8"
"Appling","2020-07-04","10","1044","1","188","16.8","21"
"Appling","2020-07-05","12","1056","3","191","18.8","15.6"
"Appling","2020-07-06","60","1116","14","205","20.4","16.5"
"Appling","2020-07-07","37","1153","10","215","19.9","16.5"
"Appling","2020-07-08","32","1185","6","221","19.4","17.4"
"Appling","2020-07-09","30","1215","10","231","22.9","18.9"
"Appling","2020-07-10","38","1253","8","239","22.6","20.1"
"Appling","2020-07-11","25","1278","4","243","23.5","20.2"
"Appling","2020-07-12","8","1286","2","245","23.5","21.2"
"Appling","2020-07-13","38","1324","7","252","22.8","21.6"
"Appling","2020-07-14","48","1372","14","266","23.1","21.5"
"Appling","2020-07-15","35","1407","6","272","22.9","21.1"
"Appling","2020-07-16","38","1445","7","279","20.7","21.8"
"Appling","2020-07-17","22","1467","2","281","19","20.8"
"Appling","2020-07-18","8","1475","3","284","22.1","22.8"
"Appling","2020-07-19","5","1480","2","286","24.2","23.9"
"Appling","2020-07-20","18","1498","5","291","25.6","24.2"
"Appling","2020-07-21","40","1538","6","297","23.6","23.3"
"Appling","2020-07-22","39","1577","9","306","24.4","23.6"
"Appling","2020-07-23","21","1598","8","314","27.2","24"
"Appling","2020-07-24","18","1616","3","317","28.3","23.7"
"Appling","2020-07-25","13","1629","2","319","25.1","23.6"
"Appling","2020-07-26","8","1637","2","321","23","23.6"
"Appling","2020-07-27","26","1663","9","330","24","24.8"
"Appling","2020-07-28","21","1684","5","335","25.2","24.4"
"Appling","2020-07-29","34","1718","5","340","24","24.2"
"Appling","2020-07-30","25","1743","3","343","20.3","23.8"
"Appling","2020-07-31","16","1759","4","347","21.5","24.9"
"Appling","2020-08-01","6","1765","1","348","21.7","23.4"
"Appling","2020-08-02","9","1774","1","349","19.7","21.4"
"Appling","2020-08-03","36","1810","7","356","17.5","20.8"
"Appling","2020-08-04","23","1833","4","360","16.6","20.9"
"Appling","2020-08-05","32","1865","10","370","19","21.5"
"Appling","2020-08-06","37","1902","11","381","21.5","20.9"
"Appling","2020-08-07","20","1922","4","385","20.8","21.2"
"Appling","2020-08-08","4","1926","1","386","22","21.8"
"Appling","2020-08-09","4","1930","0","386","20.4","20.1"
"Appling","2020-08-10","37","1967","9","395","21.1","19.3"
"Appling","2020-08-11","29","1996","9","404","23","19.8"
"Appling","2020-08-12","22","2018","4","408","21.2","20.1"
"Appling","2020-08-13","28","2046","5","413","19.5","20.5"
"Appling","2020-08-14","37","2083","5","418","18.6","19.7"
"Appling","2020-08-15","8","2091","2","420","18.6","20.3"
"Appling","2020-08-16","8","2099","3","423","23.9","22.2"
"Appling","2020-08-17","42","2141","8","431","23.2","22.1"
"Appling","2020-08-18","48","2189","6","437","20.5","21.8"
"Appling","2020-08-19","33","2222","5","442","20.1","20.6"
"Appling","2020-08-20","35","2257","5","447","19.6","19.5"
