"county","collection_dt","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Cherokee","2020-05-17","78","7217","2","609","5","6.2"
"Cherokee","2020-05-18","379","7596","29","638","5.1","6.3"
"Cherokee","2020-05-19","369","7965","18","656","5.1","6.2"
"Cherokee","2020-05-20","307","8272","21","677","5.8","6.4"
"Cherokee","2020-05-21","292","8564","13","690","5.9","5.8"
"Cherokee","2020-05-22","230","8794","1","691","4.8","5.5"
"Cherokee","2020-05-23","115","8909","5","696","4.5","5.7"
"Cherokee","2020-05-24","75","8984","5","701","5","5"
"Cherokee","2020-05-25","114","9098","5","706","4.6","4.8"
"Cherokee","2020-05-26","322","9420","9","715","4.3","4.7"
"Cherokee","2020-05-27","288","9708","14","729","4","4.9"
"Cherokee","2020-05-28","193","9901","8","737","3.9","4.9"
"Cherokee","2020-05-29","199","10100","4","741","4.2","4.5"
"Cherokee","2020-05-30","84","10184","2","743","3.9","4.2"
"Cherokee","2020-05-31","70","10254","1","744","3.1","4.1"
"Cherokee","2020-06-01","276","10530","10","754","3","3.8"
"Cherokee","2020-06-02","302","10832","17","771","3.4","3.9"
"Cherokee","2020-06-03","278","11110","8","779","3.2","3.6"
"Cherokee","2020-06-04","280","11390","4","783","2.8","3.4"
"Cherokee","2020-06-05","229","11619","8","791","3","3.6"
"Cherokee","2020-06-06","128","11747","5","796","3.2","3.5"
"Cherokee","2020-06-07","84","11831","7","803","4.2","3.7"
"Cherokee","2020-06-08","276","12107","9","812","4.1","3.6"
"Cherokee","2020-06-09","235","12342","9","821","3.9","3.7"
"Cherokee","2020-06-10","252","12594","6","827","3.8","3.5"
"Cherokee","2020-06-11","280","12874","6","833","3.9","3.3"
"Cherokee","2020-06-12","243","13117","7","840","3.8","3.4"
"Cherokee","2020-06-13","114","13231","8","848","4.3","3.7"
"Cherokee","2020-06-14","104","13335","1","849","3.2","3.7"
"Cherokee","2020-06-15","333","13668","16","865","3.4","3.8"
"Cherokee","2020-06-16","339","14007","14","879","3.5","3.7"
"Cherokee","2020-06-17","279","14286","11","890","3.7","3.8"
"Cherokee","2020-06-18","345","14631","26","916","4.5","4.2"
"Cherokee","2020-06-19","365","14996","25","941","5","4.4"
"Cherokee","2020-06-20","109","15105","17","958","6.3","5.3"
"Cherokee","2020-06-21","75","15180","10","968","8","5.6"
"Cherokee","2020-06-22","482","15662","30","998","8.2","5.8"
"Cherokee","2020-06-23","447","16109","38","1036","8.9","6.2"
"Cherokee","2020-06-24","466","16575","39","1075","9.5","6.6"
"Cherokee","2020-06-25","509","17084","31","1106","9.3","6.9"
"Cherokee","2020-06-26","531","17615","47","1153","9.6","7.3"
"Cherokee","2020-06-27","186","17801","19","1172","8.8","7.5"
"Cherokee","2020-06-28","90","17891","6","1178","7.8","7.9"
"Cherokee","2020-06-29","650","18541","49","1227","8","8.1"
"Cherokee","2020-06-30","588","19129","57","1284","8.2","8.5"
"Cherokee","2020-07-01","625","19754","50","1334","8.2","8.8"
"Cherokee","2020-07-02","811","20565","62","1396","8.4","8.8"
"Cherokee","2020-07-03","199","20764","19","1415","8.5","9"
"Cherokee","2020-07-04","255","21019","29","1444","8.6","8.7"
"Cherokee","2020-07-05","117","21136","9","1453","8.8","8.3"
"Cherokee","2020-07-06","824","21960","49","1502","8.6","8.3"
"Cherokee","2020-07-07","743","22703","78","1580","8.7","8.4"
"Cherokee","2020-07-08","778","23481","80","1660","9","8.6"
"Cherokee","2020-07-09","821","24302","84","1744","9.4","8.9"
"Cherokee","2020-07-10","754","25056","72","1816","9.4","8.9"
"Cherokee","2020-07-11","198","25254","28","1844","9.8","9.2"
"Cherokee","2020-07-12","134","25388","12","1856","9.9","9.4"
"Cherokee","2020-07-13","722","26110","75","1931","10.6","9.6"
"Cherokee","2020-07-14","690","26800","72","2003","10.6","9.6"
"Cherokee","2020-07-15","669","27469","57","2060","10.3","9.7"
"Cherokee","2020-07-16","693","28162","62","2122","10.1","9.8"
"Cherokee","2020-07-17","753","28915","69","2191","10.1","9.7"
"Cherokee","2020-07-18","232","29147","27","2218","9.7","9.7"
"Cherokee","2020-07-19","139","29286","21","2239","10.6","10.3"
"Cherokee","2020-07-20","790","30076","71","2310","10.4","10.5"
"Cherokee","2020-07-21","631","30707","52","2362","10.1","10.3"
"Cherokee","2020-07-22","668","31375","57","2419","10.1","10.2"
"Cherokee","2020-07-23","782","32157","42","2461","9.6","9.9"
"Cherokee","2020-07-24","730","32887","43","2504","9.1","9.6"
"Cherokee","2020-07-25","222","33109","24","2528","9","9.4"
"Cherokee","2020-07-26","142","33251","13","2541","8.1","9.4"
"Cherokee","2020-07-27","827","34078","61","2602","7.9","9.2"
"Cherokee","2020-07-28","706","34784","42","2644","7.6","8.8"
"Cherokee","2020-07-29","759","35543","66","2710","7.6","8.8"
"Cherokee","2020-07-30","864","36407","59","2769","7.8","8.7"
"Cherokee","2020-07-31","927","37334","76","2845","8.1","8.6"
"Cherokee","2020-08-01","242","37576","13","2858","7.4","8.2"
"Cherokee","2020-08-02","201","37777","26","2884","7.9","8"
"Cherokee","2020-08-03","800","38577","75","2959","8.2","8.1"
"Cherokee","2020-08-04","835","39412","65","3024","8.5","8"
"Cherokee","2020-08-05","739","40151","92","3116","9","8.3"
"Cherokee","2020-08-06","840","40991","62","3178","9.1","8.4"
"Cherokee","2020-08-07","781","41772","76","3254","9.3","8.7"
"Cherokee","2020-08-08","212","41984","20","3274","9.9","8.6"
"Cherokee","2020-08-09","215","42199","22","3296","9.5","8.7"
"Cherokee","2020-08-10","856","43055","88","3384","9.6","8.9"
"Cherokee","2020-08-11","992","44047","99","3483","9.9","9.2"
"Cherokee","2020-08-12","886","44933","52","3535","9","9"
"Cherokee","2020-08-13","962","45895","52","3587","8.7","8.9"
"Cherokee","2020-08-14","973","46868","59","3646","8.2","8.7"
"Cherokee","2020-08-15","327","47195","39","3685","8.5","9.2"
"Cherokee","2020-08-16","182","47377","16","3701","8.3","8.9"
"Cherokee","2020-08-17","493","47870","37","3738","7.9","8.8"
"Cherokee","2020-08-18","921","48791","50","3788","7.3","8.6"
"Cherokee","2020-08-19","831","49622","49","3837","7.3","8.1"
"Cherokee","2020-08-20","823","50445","46","3883","7.3","8"
"Cherokee","2020-08-21","881","51326","68","3951","7.6","7.9"
"Cherokee","2020-08-22","372","51698","23","3974","6.7","7.6"
"Cherokee","2020-08-23","151","51849","21","3995","7.5","7.9"
"Cherokee","2020-08-24","929","52778","80","4075","7.6","7.8"
"Cherokee","2020-08-25","791","53569","60","4135","7.9","7.6"
"Cherokee","2020-08-26","670","54239","48","4183","8.1","7.7"
"Cherokee","2020-08-27","730","54969","44","4227","8.2","7.7"
"Cherokee","2020-08-28","845","55814","39","4266","7.7","7.6"
"Cherokee","2020-08-29","306","56120","22","4288","7.9","7.3"
"Cherokee","2020-08-30","173","56293","18","4306","7.4","7.4"
"Cherokee","2020-08-31","725","57018","64","4370","7.4","7.5"
"Cherokee","2020-09-01","656","57674","51","4421","7.4","7.7"
"Cherokee","2020-09-02","672","58346","35","4456","7.1","7.6"
"Cherokee","2020-09-03","779","59125","51","4507","7.2","7.7"
"Cherokee","2020-09-04","631","59756","63","4570","8","7.9"
"Cherokee","2020-09-05","158","59914","8","4578","7.7","7.8"
"Cherokee","2020-09-06","124","60038","15","4593","7.9","7.6"
"Cherokee","2020-09-07","248","60286","19","4612","7.8","7.6"
"Cherokee","2020-09-08","811","61097","60","4672","7.7","7.6"
"Cherokee","2020-09-09","628","61725","52","4724","8.1","7.6"
"Cherokee","2020-09-10","839","62564","48","4772","8","7.6"
"Cherokee","2020-09-11","673","63237","47","4819","7.6","7.8"
"Cherokee","2020-09-12","285","63522","23","4842","8","7.9"
"Cherokee","2020-09-13","142","63664","10","4852","7.3","7.6"
"Cherokee","2020-09-14","685","64349","50","4902","7.3","7.5"
"Cherokee","2020-09-15","664","65013","27","4929","6.8","7.2"
"Cherokee","2020-09-16","673","65686","33","4962","6.3","7.2"
"Cherokee","2020-09-17","566","66252","15","4977","5.9","6.9"
"Cherokee","2020-09-18","645","66897","34","5011","5.6","6.6"
"Cherokee","2020-09-19","266","67163","15","5026","5.3","6.6"
"Cherokee","2020-09-20","103","67266","16","5042","6.5","6.9"
"Cherokee","2020-09-21","484","67750","40","5082","6.6","6.9"
"Cherokee","2020-09-22","508","68258","22","5104","6.7","6.7"
"Cherokee","2020-09-23","497","68755","30","5134","6.8","6.6"
"Cherokee","2020-09-24","642","69397","29","5163","7.1","6.5"
"Cherokee","2020-09-25","464","69861","33","5196","7.3","6.5"
"Cherokee","2020-09-26","197","70058","12","5208","7.4","6.3"
"Cherokee","2020-09-27","136","70194","10","5218","6.2","6.4"
"Cherokee","2020-09-28","540","70734","41","5259","6.1","6.4"
"Cherokee","2020-09-29","622","71356","28","5287","6.2","6.4"
"Cherokee","2020-09-30","537","71893","32","5319","6.2","6.5"
"Cherokee","2020-10-01","673","72566","26","5345","6.1","6.6"
"Cherokee","2020-10-02","570","73136","26","5371","5.7","6.5"
"Cherokee","2020-10-03","274","73410","18","5389","5.8","6.6"
"Cherokee","2020-10-04","121","73531","15","5404","6.5","6.4"
"Cherokee","2020-10-05","637","74168","32","5436","6.1","6.1"
"Cherokee","2020-10-06","904","75072","37","5473","6.1","6.1"
"Cherokee","2020-10-07","701","75773","39","5512","6","6.1"
"Cherokee","2020-10-08","627","76400","44","5556","6.5","6.3"
"Cherokee","2020-10-09","591","76991","47","5603","6.9","6.3"
"Cherokee","2020-10-10","175","77166","22","5625","7.8","6.8"
"Cherokee","2020-10-11","161","77327","15","5640","7.4","6.9"
"Cherokee","2020-10-12","453","77780","16","5656","7.1","6.6"
"Cherokee","2020-10-13","819","78599","42","5698","7.3","6.7"
"Cherokee","2020-10-14","593","79192","30","5728","7.2","6.6"
"Cherokee","2020-10-15","592","79784","36","5764","7.1","6.8"
"Cherokee","2020-10-16","525","80309","27","5791","6.7","6.8"
"Cherokee","2020-10-17","253","80562","13","5804","5.6","6.7"
"Cherokee","2020-10-18","144","80706","11","5815","5.4","6.4"
"Cherokee","2020-10-19","628","81334","50","5865","6","6.6"
"Cherokee","2020-10-20","835","82169","39","5904","6","6.6"
"Cherokee","2020-10-21","704","82873","57","5961","6.4","6.8"
"Cherokee","2020-10-22","773","83646","51","6012","6.5","6.8"
"Cherokee","2020-10-23","694","84340","39","6051","6.5","6.6"
"Cherokee","2020-10-24","178","84518","19","6070","7.3","6.5"
"Cherokee","2020-10-25","227","84745","31","6101","8.2","6.8"
"Cherokee","2020-10-26","786","85531","61","6162","8.2","7.1"
"Cherokee","2020-10-27","746","86277","53","6215","8.5","7.2"
"Cherokee","2020-10-28","696","86973","44","6259","8.2","7.3"
"Cherokee","2020-10-29","511","87484","23","6282","7.9","7.2"
"Cherokee","2020-10-30","744","88228","61","6343","8.3","7.4"
"Cherokee","2020-10-31","301","88529","27","6370","8.1","7.7"
"Cherokee","2020-11-01","159","88688","24","6394","8.3","8.2"
"Cherokee","2020-11-02","749","89437","64","6458","8.4","8.3"
"Cherokee","2020-11-03","742","90179","56","6514","8.5","8.5"
"Cherokee","2020-11-04","727","90906","71","6585","8.9","8.6"
"Cherokee","2020-11-05","786","91692","53","6638","9.3","8.6"
"Cherokee","2020-11-06","691","92383","60","6698","9.3","8.8"
"Cherokee","2020-11-07","346","92729","50","6748","10.1","9.1"
"Cherokee","2020-11-08","193","92922","37","6785","10.7","9.5"
"Cherokee","2020-11-09","855","93777","88","6873","11","9.7"
"Cherokee","2020-11-10","1041","94818","76","6949","10.9","9.7"
"Cherokee","2020-11-11","498","95316","41","6990","10.7","9.8"
"Cherokee","2020-11-12","1255","96571","120","7110","11.1","10.2"
"Cherokee","2020-11-13","1078","97649","69","7179","10.8","10.1"
"Cherokee","2020-11-14","695","98344","60","7239","9.9","10"
"Cherokee","2020-11-15","200","98544","30","7269","9.3","10"
"Cherokee","2020-11-16","1086","99630","120","7389","9.5","10.2"
"Cherokee","2020-11-17","937","100567","67","7456","9.4","10.2"
"Cherokee","2020-11-18","1160","101727","81","7537","9.3","10"
"Cherokee","2020-11-19","1296","103023","96","7633","8.9","10"
"Cherokee","2020-11-20","1167","104190","90","7723","9.1","10"
"Cherokee","2020-11-21","654","104844","55","7778","9.1","9.5"
"Cherokee","2020-11-22","265","105109","37","7815","9","9.1"
"Cherokee","2020-11-23","1074","106183","81","7896","8.5","9"
"Cherokee","2020-11-24","1024","107207","87","7983","8.6","9"
"Cherokee","2020-11-25","864","108071","91","8074","9.2","9.2"
"Cherokee","2020-11-26","94","108165","12","8086","9.9","9.4"
"Cherokee","2020-11-27","515","108680","44","8130","10","9.6"
"Cherokee","2020-11-28","435","109115","59","8189","10.8","9.9"
"Cherokee","2020-11-29","224","109339","32","8221","10.8","9.9"
"Cherokee","2020-11-30","1096","110435","146","8367","11.6","10"
"Cherokee","2020-12-01","1155","111590","130","8497","12","10.3"
"Cherokee","2020-12-02","1010","112600","99","8596","11.9","10.5"
"Cherokee","2020-12-03","1073","113673","98","8694","11.4","10.7"
"Cherokee","2020-12-04","983","114656","97","8791","11.6","10.8"
"Cherokee","2020-12-05","554","115210","74","8865","11.6","11.2"
"Cherokee","2020-12-06","219","115429","39","8904","12.1","11.4"
"Cherokee","2020-12-07","1031","116460","141","9045","12.1","11.9"
"Cherokee","2020-12-08","1198","117658","104","9149","11.8","11.9"
"Cherokee","2020-12-09","987","118645","121","9270","12.1","12"
"Cherokee","2020-12-10","990","119635","109","9379","12.4","11.9"
"Cherokee","2020-12-11","1102","120737","111","9490","12.4","12"
"Cherokee","2020-12-12","516","121253","85","9575","12.9","12.2"
"Cherokee","2020-12-13","255","121508","40","9615","12.6","12.3"
"Cherokee","2020-12-14","1057","122565","131","9746","12.4","12.2"
"Cherokee","2020-12-15","1406","123971","210","9956","13.3","12.5"
"Cherokee","2020-12-16","1248","125219","143","10099","13.1","12.6"
"Cherokee","2020-12-17","1142","126361","142","10241","13.4","12.9"
"Cherokee","2020-12-18","1040","127401","135","10376","13.8","13.1"
"Cherokee","2020-12-19","575","127976","78","10454","13.4","13.1"
"Cherokee","2020-12-20","253","128229","63","10517","14.7","13.6"
"Cherokee","2020-12-21","1195","129424","180","10697","15","13.7"
"Cherokee","2020-12-22","1226","130650","203","10900","15.3","14.3"
"Cherokee","2020-12-23","1270","131920","192","11092","15.8","14.5"
"Cherokee","2020-12-24","494","132414","108","11200","17.1","15.3"
"Cherokee","2020-12-25","133","132547","40","11240","19.6","16.7"
"Cherokee","2020-12-26","396","132943","93","11333","21","17.2"
"Cherokee","2020-12-27","294","133237","91","11424","21.9","18.3"
"Cherokee","2020-12-28","1320","134557","249","11673","22.4","18.7"
"Cherokee","2020-12-29","1121","135678","231","11904","23","19.1"
"Cherokee","2020-12-30","1165","136843","252","12156","23.9","19.9"
"Cherokee","2020-12-31","1118","137961","220","12376","23.6","20.4"
"Cherokee","2021-01-01","198","138159","57","12433","23.4","21.5"
"Cherokee","2021-01-02","554","138713","126","12559","23.3","22.2"
"Cherokee","2021-01-03","279","138992","108","12667","24.4","23.2"
"Cherokee","2021-01-04","1175","140167","256","12923","24.8","23.6"
"Cherokee","2021-01-05","1799","141966","314","13237","24.4","23.7"
"Cherokee","2021-01-06","1327","143293","273","13510","24.2","24.1"
"Cherokee","2021-01-07","1413","144706","268","13778","24.1","23.9"
"Cherokee","2021-01-08","1146","145852","212","13990","22.7","23.1"
"Cherokee","2021-01-09","676","146528","130","14120","22.2","22.7"
"Cherokee","2021-01-10","329","146857","92","14212","20.6","22.5"
"Cherokee","2021-01-11","1042","147899","184","14396","20","22.4"
"Cherokee","2021-01-12","1215","149114","149","14545","19.3","21.9"
"Cherokee","2021-01-13","973","150087","192","14737","19.2","21.7"
"Cherokee","2021-01-14","1042","151129","138","14875","18.4","21.3"
"Cherokee","2021-01-15","973","152102","176","15051","18.3","20.5"
"Cherokee","2021-01-16","338","152440","82","15133","19","20.6"
"Cherokee","2021-01-17","171","152611","35","15168","18","19.3"
"Cherokee","2021-01-18","347","152958","43","15211","17.2","18.6"
"Cherokee","2021-01-19","50","153008","9","15220","18","18.7"
"Cherokee","2021-01-20","0","153008","0","15220","15.2","17.2"
"Clarke","2020-02-01","0","0","0","0",".","."
"Clarke","2020-02-02","0","0","0","0",".","."
"Clarke","2020-02-03","0","0","0","0",".","."
"Clarke","2020-02-04","0","0","0","0",".","."
"Clarke","2020-02-05","0","0","0","0",".","."
"Clarke","2020-02-06","0","0","0","0",".","."
"Clarke","2020-02-07","0","0","0","0","0","."
"Clarke","2020-02-08","0","0","0","0","0","."
"Clarke","2020-02-09","0","0","0","0","0","."
"Clarke","2020-02-10","0","0","0","0","0","."
"Clarke","2020-02-11","0","0","0","0","0","."
"Clarke","2020-02-12","0","0","0","0","0","."
"Clarke","2020-02-13","0","0","0","0","0","."
"Clarke","2020-02-14","0","0","0","0","0","0"
"Clarke","2020-02-15","0","0","0","0","0","0"
"Clarke","2020-02-16","0","0","0","0","0","0"
"Clarke","2020-02-17","0","0","0","0","0","0"
"Clarke","2020-02-18","0","0","0","0","0","0"
"Clarke","2020-02-19","0","0","0","0","0","0"
"Clarke","2020-02-20","0","0","0","0","0","0"
"Clarke","2020-02-21","0","0","0","0","0","0"
"Clarke","2020-02-22","0","0","0","0","0","0"
"Clarke","2020-02-23","0","0","0","0","0","0"
"Clarke","2020-02-24","0","0","0","0","0","0"
"Clarke","2020-02-25","0","0","0","0","0","0"
"Clarke","2020-02-26","0","0","0","0","0","0"
"Clarke","2020-02-27","0","0","0","0","0","0"
"Clarke","2020-02-28","0","0","0","0","0","0"
"Clarke","2020-02-29","0","0","0","0","0","0"
"Clarke","2020-03-01","0","0","0","0","0","0"
"Clarke","2020-03-02","0","0","0","0","0","0"
"Clarke","2020-03-03","0","0","0","0","0","0"
"Clarke","2020-03-04","0","0","0","0","0","0"
"Clarke","2020-03-05","0","0","0","0","0","0"
"Clarke","2020-03-06","0","0","0","0","0","0"
"Clarke","2020-03-07","1","1","0","0","0","0"
"Clarke","2020-03-08","3","4","0","0","0","0"
"Clarke","2020-03-09","3","7","0","0","0","0"
"Clarke","2020-03-10","2","9","0","0","0","0"
"Clarke","2020-03-11","8","17","2","2","3.6","1.8"
"Clarke","2020-03-12","15","32","1","3","4.5","2.3"
"Clarke","2020-03-13","10","42","4","7","10.2","5.1"
"Clarke","2020-03-14","6","48","1","8","12.6","6.3"
"Clarke","2020-03-15","13","61","3","11","15.9","8"
"Clarke","2020-03-16","35","96","2","13","16.7","8.4"
"Clarke","2020-03-17","40","136","5","18","18.5","9.3"
"Clarke","2020-03-18","41","177","3","21","16","9.8"
"Clarke","2020-03-19","54","231","7","28","16.9","10.7"
"Clarke","2020-03-20","66","297","5","33","12.3","11.2"
"Clarke","2020-03-21","16","313","1","34","10.8","11.7"
"Clarke","2020-03-22","10","323","3","37","11.8","13.8"
"Clarke","2020-03-23","42","365","4","41","12.3","14.5"
"Clarke","2020-03-24","80","445","17","58","13.6","16"
"Clarke","2020-03-25","66","511","14","72","15.5","15.8"
"Clarke","2020-03-26","62","573","9","81","15.8","16.3"
"Clarke","2020-03-27","67","640","11","92","17","14.6"
"Clarke","2020-03-28","3","643","0","92","16.1","13.5"
"Clarke","2020-03-29","5","648","0","92","11.8","11.8"
"Clarke","2020-03-30","53","701","3","95","11.3","11.8"
"Clarke","2020-03-31","29","730","4","99","10.2","11.9"
"Clarke","2020-04-01","66","796","9","108","9.1","12.3"
"Clarke","2020-04-02","45","841","3","111","8","11.9"
"Clarke","2020-04-03","36","877","2","113","6.5","11.7"
"Clarke","2020-04-04","9","886","1","114","8.1","12.1"
"Clarke","2020-04-05","6","892","0","114","8.1","10"
"Clarke","2020-04-06","35","927","0","114","7.3","9.3"
"Clarke","2020-04-07","37","964","2","116","6.1","8.1"
"Clarke","2020-04-08","48","1012","2","118","4.7","6.9"
"Clarke","2020-04-09","60","1072","2","120","4.2","6.1"
"Clarke","2020-04-10","36","1108","6","126","5.8","6.1"
"Clarke","2020-04-11","9","1117","2","128","7.4","7.7"
"Clarke","2020-04-12","1","1118","0","128","7.4","7.7"
"Clarke","2020-04-13","57","1175","2","130","7.9","7.6"
"Clarke","2020-04-14","38","1213","5","135","9","7.5"
"Clarke","2020-04-15","54","1267","3","138","9.2","7"
"Clarke","2020-04-16","110","1377","4","142","9.2","6.7"
"Clarke","2020-04-17","102","1479","10","152","8.3","7"
"Clarke","2020-04-18","25","1504","1","153","5.7","6.5"
"Clarke","2020-04-19","12","1516","1","154","6.9","7.1"
"Clarke","2020-04-20","84","1600","12","166","8.4","8.1"
"Clarke","2020-04-21","115","1715","8","174","7.5","8.3"
"Clarke","2020-04-22","175","1890","16","190","8","8.6"
"Clarke","2020-04-23","32","1922","1","191","7.9","8.6"
"Clarke","2020-04-24","101","2023","4","195","7.1","7.7"
"Clarke","2020-04-25","92","2115","4","199","7.2","6.4"
"Clarke","2020-04-26","10","2125","3","202","10.3","8.6"
"Clarke","2020-04-27","112","2237","16","218","10.3","9.3"
"Clarke","2020-04-28","187","2424","8","226","9.9","8.7"
"Clarke","2020-04-29","122","2546","4","230","9","8.5"
"Clarke","2020-04-30","111","2657","3","233","9","8.5"
"Clarke","2020-05-01","55","2712","1","234","8.7","7.9"
"Clarke","2020-05-02","61","2773","5","239","9.2","8.2"
"Clarke","2020-05-03","25","2798","3","242","6.7","8.5"
"Clarke","2020-05-04","102","2900","2","244","4.9","7.6"
"Clarke","2020-05-05","98","2998","1","245","4.4","7.2"
"Clarke","2020-05-06","89","3087","1","246","4.1","6.6"
"Clarke","2020-05-07","170","3257","3","249","4","6.5"
"Clarke","2020-05-08","115","3372","2","251","4","6.3"
"Clarke","2020-05-09","129","3501","3","254","3.1","6.2"
"Clarke","2020-05-10","40","3541","2","256","2.1","4.4"
"Clarke","2020-05-11","266","3807","2","258","2","3.4"
"Clarke","2020-05-12","271","4078","5","263","2.1","3.3"
"Clarke","2020-05-13","229","4307","4","267","2.2","3.1"
"Clarke","2020-05-14","213","4520","11","278","2.7","3.3"
"Clarke","2020-05-15","434","4954","10","288","2.7","3.4"
"Clarke","2020-05-16","60","5014","2","290","2.9","3"
"Clarke","2020-05-17","50","5064","0","290","2.2","2.1"
"Clarke","2020-05-18","160","5224","3","293","2.3","2.1"
"Clarke","2020-05-19","338","5562","10","303","2.5","2.3"
"Clarke","2020-05-20","211","5773","8","311","2.8","2.5"
"Clarke","2020-05-21","255","6028","25","336","3.4","3"
"Clarke","2020-05-22","132","6160","10","346","4.2","3.5"
"Clarke","2020-05-23","122","6282","25","371","6.6","4.8"
"Clarke","2020-05-24","42","6324","2","373","7.3","4.7"
"Clarke","2020-05-25","66","6390","11","384","9.4","5.9"
"Clarke","2020-05-26","312","6702","28","412","10.3","6.4"
"Clarke","2020-05-27","249","6951","7","419","10.2","6.5"
"Clarke","2020-05-28","342","7293","7","426","9","6.2"
"Clarke","2020-05-29","244","7537","12","438","8.7","6.4"
"Clarke","2020-05-30","96","7633","5","443","6.5","6.6"
"Clarke","2020-05-31","40","7673","2","445","6.5","6.9"
"Clarke","2020-06-01","256","7929","17","462","5.1","7.3"
"Clarke","2020-06-02","333","8262","14","476","4.4","7.3"
"Clarke","2020-06-03","311","8573","12","488","4.6","7.4"
"Clarke","2020-06-04","328","8901","8","496","4.6","6.8"
"Clarke","2020-06-05","318","9219","6","502","4.2","6.4"
"Clarke","2020-06-06","202","9421","2","504","3.6","5"
"Clarke","2020-06-07","50","9471","2","506","3.4","5"
"Clarke","2020-06-08","327","9798","8","514","2.8","4"
"Clarke","2020-06-09","340","10138","11","525","2.7","3.5"
"Clarke","2020-06-10","325","10463","7","532","2.5","3.5"
"Clarke","2020-06-11","322","10785","14","546","2.7","3.7"
"Clarke","2020-06-12","261","11046","5","551","2.7","3.5"
"Clarke","2020-06-13","106","11152","1","552","2.7","3.1"
"Clarke","2020-06-14","69","11221","3","555","2.8","3.1"
"Clarke","2020-06-15","321","11542","18","573","3.2","3"
"Clarke","2020-06-16","330","11872","8","581","3.1","2.9"
"Clarke","2020-06-17","349","12221","19","600","3.6","3"
"Clarke","2020-06-18","343","12564","17","617","3.7","3.2"
"Clarke","2020-06-19","339","12903","27","644","4.5","3.6"
"Clarke","2020-06-20","107","13010","9","653","5.6","4.2"
"Clarke","2020-06-21","55","13065","5","658","6.3","4.5"
"Clarke","2020-06-22","400","13465","41","699","6.9","5.1"
"Clarke","2020-06-23","384","13849","34","733","7.9","5.5"
"Clarke","2020-06-24","467","14316","51","784","8.6","6.1"
"Clarke","2020-06-25","551","14867","54","838","9.3","6.5"
"Clarke","2020-06-26","518","15385","54","892","9.7","7.1"
"Clarke","2020-06-27","161","15546","27","919","10.9","8.2"
"Clarke","2020-06-28","107","15653","10","929","10.9","8.6"
"Clarke","2020-06-29","615","16268","49","978","10.6","8.8"
"Clarke","2020-06-30","551","16819","65","1043","11","9.4"
"Clarke","2020-07-01","614","17433","63","1106","10.9","9.8"
"Clarke","2020-07-02","559","17992","57","1163","11","10.1"
"Clarke","2020-07-03","255","18247","29","1192","11.1","10.4"
"Clarke","2020-07-04","34","18281","6","1198","11.2","11"
"Clarke","2020-07-05","106","18387","10","1208","11.2","11.1"
"Clarke","2020-07-06","612","18999","90","1298","12.2","11.4"
"Clarke","2020-07-07","649","19648","80","1378","12.3","11.6"
"Clarke","2020-07-08","661","20309","59","1437","12.1","11.5"
"Clarke","2020-07-09","702","21011","76","1513","12.2","11.6"
"Clarke","2020-07-10","741","21752","77","1590","12","11.6"
"Clarke","2020-07-11","152","21904","32","1622","12.5","11.9"
"Clarke","2020-07-12","75","21979","9","1631","12.9","12.1"
"Clarke","2020-07-13","706","22685","66","1697","12.1","12.2"
"Clarke","2020-07-14","729","23414","77","1774","11.9","12.1"
"Clarke","2020-07-15","762","24176","74","1848","12","12"
"Clarke","2020-07-16","665","24841","63","1911","11.8","12"
"Clarke","2020-07-17","617","25458","59","1970","11.7","11.9"
"Clarke","2020-07-18","191","25649","16","1986","9.9","11.2"
"Clarke","2020-07-19","100","25749","17","2003","10.6","11.7"
"Clarke","2020-07-20","724","26473","61","2064","10.4","11.3"
"Clarke","2020-07-21","586","27059","57","2121","10.3","11.1"
"Clarke","2020-07-22","625","27684","57","2178","10.2","11.1"
"Clarke","2020-07-23","658","28342","58","2236","10.1","11"
"Clarke","2020-07-24","693","29035","54","2290","9.9","10.8"
"Clarke","2020-07-25","265","29300","31","2321","10.4","10.1"
"Clarke","2020-07-26","110","29410","14","2335","9.8","10.2"
"Clarke","2020-07-27","604","30014","58","2393","9.9","10.2"
"Clarke","2020-07-28","566","30580","60","2453","10.1","10.2"
"Clarke","2020-07-29","535","31115","57","2510","10.3","10.3"
"Clarke","2020-07-30","534","31649","31","2541","9.8","10"
"Clarke","2020-07-31","495","32144","42","2583","9.9","9.9"
"Clarke","2020-08-01","160","32304","16","2599","9.7","10"
"Clarke","2020-08-02","96","32400","17","2616","10.4","10.1"
"Clarke","2020-08-03","451","32851","50","2666","10.6","10.3"
"Clarke","2020-08-04","495","33346","57","2723","10.8","10.4"
"Clarke","2020-08-05","412","33758","41","2764","10.7","10.5"
"Clarke","2020-08-06","425","34183","32","2796","10.9","10.4"
"Clarke","2020-08-07","450","34633","31","2827","10.7","10.3"
"Clarke","2020-08-08","174","34807","22","2849","11","10.4"
"Clarke","2020-08-09","76","34883","10","2859","10.4","10.4"
"Clarke","2020-08-10","587","35470","46","2905","9.9","10.3"
"Clarke","2020-08-11","627","36097","32","2937","9","9.9"
"Clarke","2020-08-12","538","36635","47","2984","8.8","9.7"
"Clarke","2020-08-13","531","37166","51","3035","9.1","10"
