"province","date_recovered","recovered","cumulative_recovered"
"NL",2020-07-29,0,259
"NL",2020-07-30,0,259
"NL",2020-07-31,0,259
"NL",2020-08-01,0,259
"NL",2020-08-02,0,259
"NL",2020-08-03,0,259
"NL",2020-08-04,1,260
"NL",2020-08-05,3,263
"NL",2020-08-06,0,263
"NL",2020-08-07,0,263
"NL",2020-08-08,0,263
"NL",2020-08-09,0,263
"NL",2020-08-10,0,263
"NL",2020-08-11,0,263
"NL",2020-08-12,0,263
"NL",2020-08-13,0,263
"NL",2020-08-14,0,263
"NL",2020-08-15,0,263
"NL",2020-08-16,0,263
"NL",2020-08-17,0,263
"NL",2020-08-18,0,263
"NL",2020-08-19,0,263
"NL",2020-08-20,0,263
"NL",2020-08-21,2,265
"NL",2020-08-22,0,265
"NL",2020-08-23,0,265
"NL",2020-08-24,0,265
"NL",2020-08-25,0,265
"NL",2020-08-26,0,265
"NL",2020-08-27,0,265
"NL",2020-08-28,0,265
"NL",2020-08-29,0,265
"NL",2020-08-30,0,265
"NL",2020-08-31,0,265
"NL",2020-09-01,0,265
"NL",2020-09-02,0,265
"NL",2020-09-03,0,265
"NL",2020-09-04,0,265
"NL",2020-09-05,0,265
"NL",2020-09-06,0,265
"NL",2020-09-07,0,265
"NL",2020-09-08,0,265
"NL",2020-09-09,1,266
"NL",2020-09-10,0,266
"NL",2020-09-11,0,266
"NL",2020-09-12,0,266
"NL",2020-09-13,0,266
"NL",2020-09-14,0,266
"NL",2020-09-15,0,266
"NL",2020-09-16,1,267
"NL",2020-09-17,0,267
"NL",2020-09-18,0,267
"NL",2020-09-19,0,267
"NL",2020-09-20,1,268
"NL",2020-09-21,0,268
"NL",2020-09-22,0,268
"NL",2020-09-23,0,268
"NL",2020-09-24,0,268
"NL",2020-09-25,0,268
"NL",2020-09-26,0,268
"NL",2020-09-27,0,268
"NL",2020-09-28,0,268
"NL",2020-09-29,0,268
"NL",2020-09-30,1,269
"NL",2020-10-01,0,269
"NL",2020-10-02,0,269
"NL",2020-10-03,0,269
"NL",2020-10-04,0,269
"NL",2020-10-05,0,269
"NL",2020-10-06,0,269
"NL",2020-10-07,0,269
"NL",2020-10-08,0,269
"NL",2020-10-09,0,269
"NL",2020-10-10,0,269
"NL",2020-10-11,0,269
"NL",2020-10-12,1,270
"NL",2020-10-13,1,271
"NL",2020-10-14,0,271
"NL",2020-10-15,0,271
"NL",2020-10-16,0,271
"NL",2020-10-17,1,272
"NL",2020-10-18,0,272
"NL",2020-10-19,0,272
"NL",2020-10-20,0,272
"NL",2020-10-21,2,274
"NL",2020-10-22,1,275
"NL",2020-10-23,0,275
"NL",2020-10-24,0,275
"NL",2020-10-25,0,275
"NL",2020-10-26,7,282
"NL",2020-10-27,1,283
"NL",2020-10-28,0,283
"NL",2020-10-29,0,283
"NL",2020-10-30,1,284
"NL",2020-10-31,0,284
"NL",2020-11-01,0,284
"NL",2020-11-02,0,284
"NL",2020-11-03,0,284
"NL",2020-11-04,1,285
"NL",2020-11-05,0,285
"NL",2020-11-06,0,285
"NL",2020-11-07,1,286
"NL",2020-11-08,0,286
"NL",2020-11-09,0,286
"NL",2020-11-10,0,286
"NL",2020-11-11,1,287
"NL",2020-11-12,0,287
"NL",2020-11-13,2,289
"NL",2020-11-14,0,289
"NL",2020-11-15,0,289
"NL",2020-11-16,0,289
"NL",2020-11-17,3,292
"NL",2020-11-18,2,294
"NL",2020-11-19,0,294
"NL",2020-11-20,0,294
"NL",2020-11-21,0,294
"NL",2020-11-22,0,294
"NL",2020-11-23,0,294
"NL",2020-11-24,1,295
"NL",2020-11-25,0,295
"NL",2020-11-26,0,295
"NL",2020-11-27,1,296
"NL",2020-11-28,1,297
"NL",2020-11-29,0,297
"NL",2020-11-30,1,298
"NL",2020-12-01,4,302
"NL",2020-12-02,4,306
"NL",2020-12-03,1,307
"NL",2020-12-04,5,312
"NL",2020-12-05,5,317
"NL",2020-12-06,0,317
"NL",2020-12-07,2,319
"NL",2020-12-08,1,320
"NL",2020-12-09,9,329
"NL",2020-12-10,1,330
"NL",2020-12-11,1,331
"NL",2020-12-12,0,331
"NL",2020-12-13,1,332
"NL",2020-12-14,0,332
"NL",2020-12-15,3,335
"NL",2020-12-16,2,337
"NL",2020-12-17,2,339
"NL",2020-12-18,2,341
"NL",2020-12-19,1,342
"NL",2020-12-20,2,344
"NL",2020-12-21,3,347
"NL",2020-12-22,0,347
"NL",2020-12-23,7,354
"NL",2020-12-24,2,356
"NL",2020-12-25,0,356
"NL",2020-12-26,0,356
"NL",2020-12-27,3,359
"NL",2020-12-28,4,363
"NL",2020-12-29,1,364
"NL",2020-12-30,1,365
"NL",2020-12-31,1,366
"NL",2021-01-01,0,366
"NL",2021-01-02,6,372
"NL",2021-01-03,2,374
"NL",2021-01-04,0,374
"NL",2021-01-05,0,374
"NL",2021-01-06,2,376
"NL",2021-01-07,0,376
"NL",2021-01-08,0,376
"NL",2021-01-09,5,381
"NL",2021-01-10,0,381
"NL",2021-01-11,0,381
"NL",2021-01-12,1,382
"NL",2021-01-13,1,383
"NL",2021-01-14,0,383
"NL",2021-01-15,0,383
"NL",2021-01-16,0,383
"NL",2021-01-17,0,383
"NL",2021-01-18,0,383
"NL",2021-01-19,1,384
"NL",2021-01-20,0,384
"NL",2021-01-21,0,384
"NL",2021-01-22,0,384
"NL",2021-01-23,2,386
"NL",2021-01-24,0,386
"NL",2021-01-25,0,386
"NL",2021-01-26,2,388
"NL",2021-01-27,0,388
"NL",2021-01-28,0,388
"NL",2021-01-29,0,388
"NL",2021-01-30,0,388
"NL",2021-01-31,0,388
"NL",2021-02-01,0,388
"Nova Scotia",2020-02-12,0,0
"Nova Scotia",2020-02-13,0,0
"Nova Scotia",2020-02-14,0,0
"Nova Scotia",2020-02-15,0,0
"Nova Scotia",2020-02-16,0,0
"Nova Scotia",2020-02-17,0,0
"Nova Scotia",2020-02-18,0,0
"Nova Scotia",2020-02-19,0,0
"Nova Scotia",2020-02-20,0,0
"Nova Scotia",2020-02-21,0,0
"Nova Scotia",2020-02-22,0,0
"Nova Scotia",2020-02-23,0,0
"Nova Scotia",2020-02-24,0,0
"Nova Scotia",2020-02-25,0,0
"Nova Scotia",2020-02-26,0,0
"Nova Scotia",2020-02-27,0,0
"Nova Scotia",2020-02-28,0,0
"Nova Scotia",2020-02-29,0,0
"Nova Scotia",2020-03-01,0,0
"Nova Scotia",2020-03-02,0,0
"Nova Scotia",2020-03-03,0,0
"Nova Scotia",2020-03-04,0,0
"Nova Scotia",2020-03-05,0,0
"Nova Scotia",2020-03-06,0,0
"Nova Scotia",2020-03-07,0,0
"Nova Scotia",2020-03-08,0,0
"Nova Scotia",2020-03-09,0,0
"Nova Scotia",2020-03-10,0,0
"Nova Scotia",2020-03-11,0,0
"Nova Scotia",2020-03-12,0,0
"Nova Scotia",2020-03-13,0,0
"Nova Scotia",2020-03-14,0,0
"Nova Scotia",2020-03-15,0,0
"Nova Scotia",2020-03-16,0,0
"Nova Scotia",2020-03-17,0,0
"Nova Scotia",2020-03-18,0,0
"Nova Scotia",2020-03-19,0,0
"Nova Scotia",2020-03-20,0,0
"Nova Scotia",2020-03-21,0,0
"Nova Scotia",2020-03-22,0,0
"Nova Scotia",2020-03-23,0,0
"Nova Scotia",2020-03-24,1,1
"Nova Scotia",2020-03-25,1,2
"Nova Scotia",2020-03-26,0,2
"Nova Scotia",2020-03-27,1,3
"Nova Scotia",2020-03-28,1,4
"Nova Scotia",2020-03-29,3,7
"Nova Scotia",2020-03-30,3,10
"Nova Scotia",2020-03-31,0,10
"Nova Scotia",2020-04-01,1,11
"Nova Scotia",2020-04-02,5,16
"Nova Scotia",2020-04-03,5,21
"Nova Scotia",2020-04-04,29,50
"Nova Scotia",2020-04-05,3,53
"Nova Scotia",2020-04-06,11,64
"Nova Scotia",2020-04-07,2,66
"Nova Scotia",2020-04-08,11,77
"Nova Scotia",2020-04-09,5,82
"Nova Scotia",2020-04-10,11,93
"Nova Scotia",2020-04-11,2,95
"Nova Scotia",2020-04-12,2,97
"Nova Scotia",2020-04-13,4,101
"Nova Scotia",2020-04-14,23,124
"Nova Scotia",2020-04-15,13,137
"Nova Scotia",2020-04-16,39,176
"Nova Scotia",2020-04-17,1,177
"Nova Scotia",2020-04-18,7,184
"Nova Scotia",2020-04-19,16,200
"Nova Scotia",2020-04-20,48,248
"Nova Scotia",2020-04-21,38,286
"Nova Scotia",2020-04-22,44,330
"Nova Scotia",2020-04-23,28,358
"Nova Scotia",2020-04-24,34,392
"Nova Scotia",2020-04-25,20,412
"Nova Scotia",2020-04-26,27,439
"Nova Scotia",2020-04-27,70,509
"Nova Scotia",2020-04-28,13,522
"Nova Scotia",2020-04-29,7,529
"Nova Scotia",2020-04-30,16,545
"Nova Scotia",2020-05-01,47,592
"Nova Scotia",2020-05-02,17,609
"Nova Scotia",2020-05-03,15,624
"Nova Scotia",2020-05-04,14,638
"Nova Scotia",2020-05-05,14,652
"Nova Scotia",2020-05-06,9,661
"Nova Scotia",2020-05-07,47,708
"Nova Scotia",2020-05-08,14,722
"Nova Scotia",2020-05-09,21,743
"Nova Scotia",2020-05-10,6,749
"Nova Scotia",2020-05-11,18,767
"Nova Scotia",2020-05-12,97,864
"Nova Scotia",2020-05-13,6,870
"Nova Scotia",2020-05-14,39,909
"Nova Scotia",2020-05-15,9,918
"Nova Scotia",2020-05-16,12,930
"Nova Scotia",2020-05-17,8,938
"Nova Scotia",2020-05-18,8,946
"Nova Scotia",2020-05-19,10,956
"Nova Scotia",2020-05-20,0,956
"Nova Scotia",2020-05-21,3,959
"Nova Scotia",2020-05-22,2,961
"Nova Scotia",2020-05-23,8,969
"Nova Scotia",2020-05-24,4,973
"Nova Scotia",2020-05-25,1,974
"Nova Scotia",2020-05-26,2,976
"Nova Scotia",2020-05-27,-1,975
"Nova Scotia",2020-05-28,2,977
"Nova Scotia",2020-05-29,1,978
"Nova Scotia",2020-05-30,0,978
"Nova Scotia",2020-05-31,3,981
"Nova Scotia",2020-06-01,3,984
"Nova Scotia",2020-06-02,8,992
"Nova Scotia",2020-06-03,1,993
"Nova Scotia",2020-06-04,1,994
"Nova Scotia",2020-06-05,0,994
"Nova Scotia",2020-06-06,0,994
"Nova Scotia",2020-06-07,0,994
"Nova Scotia",2020-06-08,0,994
"Nova Scotia",2020-06-09,0,994
"Nova Scotia",2020-06-10,0,994
"Nova Scotia",2020-06-11,1,995
"Nova Scotia",2020-06-12,0,995
"Nova Scotia",2020-06-13,1,996
"Nova Scotia",2020-06-14,0,996
"Nova Scotia",2020-06-15,0,996
"Nova Scotia",2020-06-16,1,997
"Nova Scotia",2020-06-17,0,997
"Nova Scotia",2020-06-18,0,997
"Nova Scotia",2020-06-19,1,998
"Nova Scotia",2020-06-20,0,998
"Nova Scotia",2020-06-21,0,998
"Nova Scotia",2020-06-22,0,998
"Nova Scotia",2020-06-23,0,998
"Nova Scotia",2020-06-24,0,998
"Nova Scotia",2020-06-25,0,998
"Nova Scotia",2020-06-26,0,998
"Nova Scotia",2020-06-27,0,998
"Nova Scotia",2020-06-28,0,998
"Nova Scotia",2020-06-29,0,998
"Nova Scotia",2020-06-30,0,998
"Nova Scotia",2020-07-01,0,998
"Nova Scotia",2020-07-02,0,998
"Nova Scotia",2020-07-03,0,998
"Nova Scotia",2020-07-04,0,998
"Nova Scotia",2020-07-05,0,998
"Nova Scotia",2020-07-06,0,998
"Nova Scotia",2020-07-07,0,998
"Nova Scotia",2020-07-08,0,998
"Nova Scotia",2020-07-09,1,999
"Nova Scotia",2020-07-10,1,1000
"Nova Scotia",2020-07-11,0,1000
"Nova Scotia",2020-07-12,0,1000
"Nova Scotia",2020-07-13,0,1000
"Nova Scotia",2020-07-14,2,1002
"Nova Scotia",2020-07-15,0,1002
"Nova Scotia",2020-07-16,0,1002
"Nova Scotia",2020-07-17,0,1002
"Nova Scotia",2020-07-18,0,1002
"Nova Scotia",2020-07-19,0,1002
"Nova Scotia",2020-07-20,1,1003
"Nova Scotia",2020-07-21,0,1003
"Nova Scotia",2020-07-22,0,1003
"Nova Scotia",2020-07-23,0,1003
"Nova Scotia",2020-07-24,0,1003
"Nova Scotia",2020-07-25,0,1003
"Nova Scotia",2020-07-26,1,1004
"Nova Scotia",2020-07-27,0,1004
"Nova Scotia",2020-07-28,0,1004
"Nova Scotia",2020-07-29,-1,1003
"Nova Scotia",2020-07-30,0,1003
"Nova Scotia",2020-07-31,0,1003
"Nova Scotia",2020-08-01,0,1003
"Nova Scotia",2020-08-02,0,1003
"Nova Scotia",2020-08-03,2,1005
"Nova Scotia",2020-08-04,0,1005
"Nova Scotia",2020-08-05,0,1005
"Nova Scotia",2020-08-06,0,1005
"Nova Scotia",2020-08-07,0,1005
"Nova Scotia",2020-08-08,0,1005
"Nova Scotia",2020-08-09,1,1006
"Nova Scotia",2020-08-10,1,1007
"Nova Scotia",2020-08-11,0,1007
"Nova Scotia",2020-08-12,0,1007
"Nova Scotia",2020-08-13,0,1007
"Nova Scotia",2020-08-14,0,1007
"Nova Scotia",2020-08-15,0,1007
"Nova Scotia",2020-08-16,0,1007
"Nova Scotia",2020-08-17,0,1007
"Nova Scotia",2020-08-18,0,1007
"Nova Scotia",2020-08-19,0,1007
"Nova Scotia",2020-08-20,0,1007
"Nova Scotia",2020-08-21,1,1008
"Nova Scotia",2020-08-22,0,1008
"Nova Scotia",2020-08-23,0,1008
"Nova Scotia",2020-08-24,0,1008
"Nova Scotia",2020-08-25,3,1011
"Nova Scotia",2020-08-26,0,1011
"Nova Scotia",2020-08-27,0,1011
"Nova Scotia",2020-08-28,2,1013
"Nova Scotia",2020-08-29,0,1013
"Nova Scotia",2020-08-30,0,1013
"Nova Scotia",2020-08-31,0,1013
"Nova Scotia",2020-09-01,1,1014
"Nova Scotia",2020-09-02,0,1014
"Nova Scotia",2020-09-03,0,1014
"Nova Scotia",2020-09-04,1,1015
"Nova Scotia",2020-09-05,0,1015
"Nova Scotia",2020-09-06,2,1017
"Nova Scotia",2020-09-07,0,1017
"Nova Scotia",2020-09-08,1,1018
"Nova Scotia",2020-09-09,0,1018
"Nova Scotia",2020-09-10,1,1019
"Nova Scotia",2020-09-11,0,1019
"Nova Scotia",2020-09-12,1,1020
"Nova Scotia",2020-09-13,0,1020
"Nova Scotia",2020-09-14,0,1020
"Nova Scotia",2020-09-15,0,1020
"Nova Scotia",2020-09-16,0,1020
"Nova Scotia",2020-09-17,0,1020
"Nova Scotia",2020-09-18,1,1021
"Nova Scotia",2020-09-19,0,1021
"Nova Scotia",2020-09-20,0,1021
"Nova Scotia",2020-09-21,0,1021
"Nova Scotia",2020-09-22,0,1021
"Nova Scotia",2020-09-23,0,1021
"Nova Scotia",2020-09-24,0,1021
"Nova Scotia",2020-09-25,0,1021
"Nova Scotia",2020-09-26,0,1021
"Nova Scotia",2020-09-27,0,1021
"Nova Scotia",2020-09-28,0,1021
"Nova Scotia",2020-09-29,0,1021
"Nova Scotia",2020-09-30,0,1021
"Nova Scotia",2020-10-01,0,1021
"Nova Scotia",2020-10-02,0,1021
"Nova Scotia",2020-10-03,0,1021
"Nova Scotia",2020-10-04,0,1021
"Nova Scotia",2020-10-05,0,1021
"Nova Scotia",2020-10-06,0,1021
"Nova Scotia",2020-10-07,0,1021
"Nova Scotia",2020-10-08,0,1021
"Nova Scotia",2020-10-09,0,1021
"Nova Scotia",2020-10-10,1,1022
"Nova Scotia",2020-10-11,1,1023
"Nova Scotia",2020-10-12,0,1023
"Nova Scotia",2020-10-13,0,1023
"Nova Scotia",2020-10-14,0,1023
"Nova Scotia",2020-10-15,1,1024
"Nova Scotia",2020-10-16,0,1024
"Nova Scotia",2020-10-17,1,1025
"Nova Scotia",2020-10-18,1,1026
"Nova Scotia",2020-10-19,0,1026
"Nova Scotia",2020-10-20,1,1027
"Nova Scotia",2020-10-21,0,1027
"Nova Scotia",2020-10-22,1,1028
"Nova Scotia",2020-10-23,0,1028
"Nova Scotia",2020-10-24,1,1029
"Nova Scotia",2020-10-25,0,1029
"Nova Scotia",2020-10-26,2,1031
"Nova Scotia",2020-10-27,0,1031
"Nova Scotia",2020-10-28,1,1032
"Nova Scotia",2020-10-29,1,1033
"Nova Scotia",2020-10-30,0,1033
"Nova Scotia",2020-10-31,0,1033
"Nova Scotia",2020-11-01,0,1033
"Nova Scotia",2020-11-02,0,1033
"Nova Scotia",2020-11-03,0,1033
"Nova Scotia",2020-11-04,1,1034
"Nova Scotia",2020-11-05,2,1036
"Nova Scotia",2020-11-06,4,1040
"Nova Scotia",2020-11-07,0,1040
"Nova Scotia",2020-11-08,3,1043
"Nova Scotia",2020-11-09,5,1048
"Nova Scotia",2020-11-10,1,1049
"Nova Scotia",2020-11-11,0,1049
"Nova Scotia",2020-11-12,1,1050
"Nova Scotia",2020-11-13,2,1052
"Nova Scotia",2020-11-14,4,1056
"Nova Scotia",2020-11-15,2,1058
"Nova Scotia",2020-11-16,0,1058
"Nova Scotia",2020-11-17,4,1062
"Nova Scotia",2020-11-18,3,1065
"Nova Scotia",2020-11-19,2,1067
"Nova Scotia",2020-11-20,0,1067
"Nova Scotia",2020-11-21,3,1070
"Nova Scotia",2020-11-22,0,1070
"Nova Scotia",2020-11-23,4,1074
"Nova Scotia",2020-11-24,1,1075
"Nova Scotia",2020-11-25,1,1076
"Nova Scotia",2020-11-26,2,1078
"Nova Scotia",2020-11-27,0,1078
"Nova Scotia",2020-11-28,0,1078
"Nova Scotia",2020-11-29,0,1078
"Nova Scotia",2020-11-30,24,1102
"Nova Scotia",2020-12-01,6,1108
"Nova Scotia",2020-12-02,32,1140
"Nova Scotia",2020-12-03,19,1159
"Nova Scotia",2020-12-04,17,1176
"Nova Scotia",2020-12-05,28,1204
"Nova Scotia",2020-12-06,11,1215
"Nova Scotia",2020-12-07,6,1221
"Nova Scotia",2020-12-08,19,1240
"Nova Scotia",2020-12-09,13,1253
"Nova Scotia",2020-12-10,11,1264
"Nova Scotia",2020-12-11,8,1272
"Nova Scotia",2020-12-12,11,1283
"Nova Scotia",2020-12-13,8,1291
"Nova Scotia",2020-12-14,7,1298
"Nova Scotia",2020-12-15,6,1304
"Nova Scotia",2020-12-16,6,1310
"Nova Scotia",2020-12-17,11,1321
"Nova Scotia",2020-12-18,9,1330
"Nova Scotia",2020-12-19,4,1334
"Nova Scotia",2020-12-20,5,1339
"Nova Scotia",2020-12-21,5,1344
"Nova Scotia",2020-12-22,5,1349
"Nova Scotia",2020-12-23,9,1358
"Nova Scotia",2020-12-24,6,1364
"Nova Scotia",2020-12-25,0,1364
"Nova Scotia",2020-12-26,0,1364
"Nova Scotia",2020-12-27,0,1364
"Nova Scotia",2020-12-28,16,1380
"Nova Scotia",2020-12-29,5,1385
"Nova Scotia",2020-12-30,8,1393
"Nova Scotia",2020-12-31,6,1399
"Nova Scotia",2021-01-01,0,1399
"Nova Scotia",2021-01-02,4,1403
"Nova Scotia",2021-01-03,0,1403
"Nova Scotia",2021-01-04,10,1413
"Nova Scotia",2021-01-05,11,1424
"Nova Scotia",2021-01-06,2,1426
"Nova Scotia",2021-01-07,5,1431
"Nova Scotia",2021-01-08,1,1432
"Nova Scotia",2021-01-09,1,1433
"Nova Scotia",2021-01-10,2,1435
"Nova Scotia",2021-01-11,7,1442
"Nova Scotia",2021-01-12,0,1442
"Nova Scotia",2021-01-13,5,1447
"Nova Scotia",2021-01-14,4,1451
"Nova Scotia",2021-01-15,2,1453
"Nova Scotia",2021-01-16,6,1459
"Nova Scotia",2021-01-17,5,1464
"Nova Scotia",2021-01-18,3,1467
"Nova Scotia",2021-01-19,7,1474
"Nova Scotia",2021-01-20,2,1476
"Nova Scotia",2021-01-21,3,1479
"Nova Scotia",2021-01-22,4,1483
"Nova Scotia",2021-01-23,2,1485
"Nova Scotia",2021-01-24,2,1487
"Nova Scotia",2021-01-25,4,1491
"Nova Scotia",2021-01-26,5,1496
"Nova Scotia",2021-01-27,3,1499
"Nova Scotia",2021-01-28,1,1500
"Nova Scotia",2021-01-29,3,1503
"Nova Scotia",2021-01-30,1,1504
"Nova Scotia",2021-01-31,1,1505
"Nova Scotia",2021-02-01,1,1506
"Nunavut",2020-02-12,0,0
"Nunavut",2020-02-13,0,0
"Nunavut",2020-02-14,0,0
"Nunavut",2020-02-15,0,0
"Nunavut",2020-02-16,0,0
"Nunavut",2020-02-17,0,0
"Nunavut",2020-02-18,0,0
"Nunavut",2020-02-19,0,0
"Nunavut",2020-02-20,0,0
"Nunavut",2020-02-21,0,0
"Nunavut",2020-02-22,0,0
"Nunavut",2020-02-23,0,0
"Nunavut",2020-02-24,0,0
"Nunavut",2020-02-25,0,0
"Nunavut",2020-02-26,0,0
"Nunavut",2020-02-27,0,0
"Nunavut",2020-02-28,0,0
"Nunavut",2020-02-29,0,0
"Nunavut",2020-03-01,0,0
"Nunavut",2020-03-02,0,0
"Nunavut",2020-03-03,0,0
"Nunavut",2020-03-04,0,0
"Nunavut",2020-03-05,0,0
"Nunavut",2020-03-06,0,0
"Nunavut",2020-03-07,0,0
"Nunavut",2020-03-08,0,0
"Nunavut",2020-03-09,0,0
"Nunavut",2020-03-10,0,0
"Nunavut",2020-03-11,0,0
"Nunavut",2020-03-12,0,0
"Nunavut",2020-03-13,0,0
"Nunavut",2020-03-14,0,0
"Nunavut",2020-03-15,0,0
"Nunavut",2020-03-16,0,0
"Nunavut",2020-03-17,0,0
"Nunavut",2020-03-18,0,0
"Nunavut",2020-03-19,0,0
"Nunavut",2020-03-20,0,0
"Nunavut",2020-03-21,0,0
"Nunavut",2020-03-22,0,0
"Nunavut",2020-03-23,0,0
"Nunavut",2020-03-24,0,0
"Nunavut",2020-03-25,0,0
"Nunavut",2020-03-26,0,0
"Nunavut",2020-03-27,0,0
"Nunavut",2020-03-28,0,0
"Nunavut",2020-03-29,0,0
"Nunavut",2020-03-30,0,0
"Nunavut",2020-03-31,0,0
"Nunavut",2020-04-01,0,0
"Nunavut",2020-04-02,0,0
"Nunavut",2020-04-03,0,0
"Nunavut",2020-04-04,0,0
"Nunavut",2020-04-05,0,0
"Nunavut",2020-04-06,0,0
"Nunavut",2020-04-07,0,0
"Nunavut",2020-04-08,0,0
"Nunavut",2020-04-09,0,0
"Nunavut",2020-04-10,0,0
"Nunavut",2020-04-11,0,0
"Nunavut",2020-04-12,0,0
"Nunavut",2020-04-13,0,0
"Nunavut",2020-04-14,0,0
"Nunavut",2020-04-15,0,0
"Nunavut",2020-04-16,0,0
"Nunavut",2020-04-17,0,0
"Nunavut",2020-04-18,0,0
"Nunavut",2020-04-19,0,0
"Nunavut",2020-04-20,0,0
"Nunavut",2020-04-21,0,0
"Nunavut",2020-04-22,0,0
"Nunavut",2020-04-23,0,0
"Nunavut",2020-04-24,0,0
"Nunavut",2020-04-25,0,0
"Nunavut",2020-04-26,0,0
"Nunavut",2020-04-27,0,0
"Nunavut",2020-04-28,0,0
"Nunavut",2020-04-29,0,0
"Nunavut",2020-04-30,0,0
"Nunavut",2020-05-01,0,0
"Nunavut",2020-05-02,0,0
"Nunavut",2020-05-03,0,0
"Nunavut",2020-05-04,0,0
"Nunavut",2020-05-05,0,0
"Nunavut",2020-05-06,0,0
"Nunavut",2020-05-07,0,0
"Nunavut",2020-05-08,0,0
"Nunavut",2020-05-09,0,0
"Nunavut",2020-05-10,0,0
"Nunavut",2020-05-11,0,0
"Nunavut",2020-05-12,0,0
"Nunavut",2020-05-13,0,0
"Nunavut",2020-05-14,0,0
"Nunavut",2020-05-15,0,0
"Nunavut",2020-05-16,0,0
"Nunavut",2020-05-17,0,0
"Nunavut",2020-05-18,0,0
"Nunavut",2020-05-19,0,0
"Nunavut",2020-05-20,0,0
"Nunavut",2020-05-21,0,0
"Nunavut",2020-05-22,0,0
"Nunavut",2020-05-23,0,0
"Nunavut",2020-05-24,0,0
"Nunavut",2020-05-25,0,0
"Nunavut",2020-05-26,0,0
"Nunavut",2020-05-27,0,0
"Nunavut",2020-05-28,0,0
"Nunavut",2020-05-29,0,0
"Nunavut",2020-05-30,0,0
"Nunavut",2020-05-31,0,0
"Nunavut",2020-06-01,0,0
"Nunavut",2020-06-02,0,0
"Nunavut",2020-06-03,0,0
"Nunavut",2020-06-04,0,0
"Nunavut",2020-06-05,0,0
"Nunavut",2020-06-06,0,0
"Nunavut",2020-06-07,0,0
"Nunavut",2020-06-08,0,0
"Nunavut",2020-06-09,0,0
"Nunavut",2020-06-10,0,0
"Nunavut",2020-06-11,0,0
"Nunavut",2020-06-12,0,0
"Nunavut",2020-06-13,0,0
"Nunavut",2020-06-14,0,0
"Nunavut",2020-06-15,0,0
"Nunavut",2020-06-16,0,0
"Nunavut",2020-06-17,0,0
"Nunavut",2020-06-18,0,0
"Nunavut",2020-06-19,0,0
"Nunavut",2020-06-20,0,0
"Nunavut",2020-06-21,0,0
"Nunavut",2020-06-22,0,0
"Nunavut",2020-06-23,0,0
"Nunavut",2020-06-24,0,0
"Nunavut",2020-06-25,0,0
"Nunavut",2020-06-26,0,0
"Nunavut",2020-06-27,0,0
"Nunavut",2020-06-28,0,0
"Nunavut",2020-06-29,0,0
"Nunavut",2020-06-30,0,0
"Nunavut",2020-07-01,0,0
"Nunavut",2020-07-02,0,0
"Nunavut",2020-07-03,0,0
"Nunavut",2020-07-04,0,0
"Nunavut",2020-07-05,0,0
"Nunavut",2020-07-06,0,0
"Nunavut",2020-07-07,0,0
"Nunavut",2020-07-08,0,0
"Nunavut",2020-07-09,0,0
"Nunavut",2020-07-10,0,0
"Nunavut",2020-07-11,0,0
"Nunavut",2020-07-12,0,0
"Nunavut",2020-07-13,0,0
"Nunavut",2020-07-14,0,0
"Nunavut",2020-07-15,0,0
"Nunavut",2020-07-16,0,0
"Nunavut",2020-07-17,0,0
"Nunavut",2020-07-18,0,0
"Nunavut",2020-07-19,0,0
"Nunavut",2020-07-20,0,0
"Nunavut",2020-07-21,0,0
"Nunavut",2020-07-22,0,0
"Nunavut",2020-07-23,0,0
"Nunavut",2020-07-24,0,0
"Nunavut",2020-07-25,0,0
"Nunavut",2020-07-26,0,0
"Nunavut",2020-07-27,0,0
"Nunavut",2020-07-28,0,0
"Nunavut",2020-07-29,0,0
"Nunavut",2020-07-30,0,0
"Nunavut",2020-07-31,0,0
"Nunavut",2020-08-01,0,0
"Nunavut",2020-08-02,0,0
"Nunavut",2020-08-03,0,0
"Nunavut",2020-08-04,0,0
"Nunavut",2020-08-05,0,0
"Nunavut",2020-08-06,0,0
"Nunavut",2020-08-07,0,0
"Nunavut",2020-08-08,0,0
"Nunavut",2020-08-09,0,0
"Nunavut",2020-08-10,0,0
"Nunavut",2020-08-11,0,0
"Nunavut",2020-08-12,0,0
"Nunavut",2020-08-13,0,0
"Nunavut",2020-08-14,0,0
"Nunavut",2020-08-15,0,0
"Nunavut",2020-08-16,0,0
"Nunavut",2020-08-17,0,0
"Nunavut",2020-08-18,0,0
"Nunavut",2020-08-19,0,0
"Nunavut",2020-08-20,0,0
"Nunavut",2020-08-21,0,0
"Nunavut",2020-08-22,0,0
"Nunavut",2020-08-23,0,0
"Nunavut",2020-08-24,0,0
"Nunavut",2020-08-25,0,0
"Nunavut",2020-08-26,0,0
"Nunavut",2020-08-27,0,0
"Nunavut",2020-08-28,0,0
"Nunavut",2020-08-29,0,0
"Nunavut",2020-08-30,0,0
"Nunavut",2020-08-31,0,0
"Nunavut",2020-09-01,0,0
"Nunavut",2020-09-02,0,0
"Nunavut",2020-09-03,0,0
"Nunavut",2020-09-04,0,0
"Nunavut",2020-09-05,0,0
"Nunavut",2020-09-06,0,0
"Nunavut",2020-09-07,0,0
"Nunavut",2020-09-08,0,0
"Nunavut",2020-09-09,0,0
"Nunavut",2020-09-10,0,0
