"county","collection_dt","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Cobb","2020-06-03","899","35947","50","3164","5.2","5.5"
"Cobb","2020-06-04","832","36779","61","3225","5.5","5.7"
"Cobb","2020-06-05","758","37537","61","3286","5.6","5.8"
"Cobb","2020-06-06","555","38092","25","3311","5.8","5.5"
"Cobb","2020-06-07","227","38319","23","3334","6.7","5.7"
"Cobb","2020-06-08","835","39154","55","3389","6.6","5.9"
"Cobb","2020-06-09","873","40027","53","3442","6.9","5.9"
"Cobb","2020-06-10","786","40813","48","3490","7","6.1"
"Cobb","2020-06-11","1042","41855","62","3552","6.8","6.1"
"Cobb","2020-06-12","850","42705","46","3598","6.4","6"
"Cobb","2020-06-13","578","43283","46","3644","6.9","6.3"
"Cobb","2020-06-14","301","43584","35","3679","7.1","6.9"
"Cobb","2020-06-15","698","44282","56","3735","7.3","7"
"Cobb","2020-06-16","1037","45319","95","3830","7.7","7.3"
"Cobb","2020-06-17","1166","46485","90","3920","8","7.5"
"Cobb","2020-06-18","1057","47542","106","4026","8.6","7.7"
"Cobb","2020-06-19","944","48486","102","4128","9.3","7.9"
"Cobb","2020-06-20","739","49225","114","4242","10.4","8.6"
"Cobb","2020-06-21","309","49534","40","4282","10.6","8.8"
"Cobb","2020-06-22","1332","50866","166","4448","11.2","9.3"
"Cobb","2020-06-23","1144","52010","171","4619","12","9.9"
"Cobb","2020-06-24","1157","53167","148","4767","12.8","10.4"
"Cobb","2020-06-25","1254","54421","160","4927","13.2","10.9"
"Cobb","2020-06-26","1497","55918","183","5110","13.4","11.3"
"Cobb","2020-06-27","1004","56922","148","5258","13.3","11.8"
"Cobb","2020-06-28","354","57276","52","5310","13.5","12.1"
"Cobb","2020-06-29","1674","58950","200","5510","13.4","12.3"
"Cobb","2020-06-30","1527","60477","186","5696","13","12.5"
"Cobb","2020-07-01","1641","62118","192","5888","12.9","12.8"
"Cobb","2020-07-02","1664","63782","223","6111","13","13.1"
"Cobb","2020-07-03","882","64664","128","6239","13.3","13.3"
"Cobb","2020-07-04","254","64918","32","6271","13","13.1"
"Cobb","2020-07-05","360","65278","69","6340","13.6","13.6"
"Cobb","2020-07-06","1638","66916","200","6540","13.7","13.6"
"Cobb","2020-07-07","1690","68606","232","6772","13.9","13.5"
"Cobb","2020-07-08","1709","70315","204","6976","13.9","13.4"
"Cobb","2020-07-09","2172","72487","223","7199","13.5","13.2"
"Cobb","2020-07-10","2168","74655","184","7383","12.6","13"
"Cobb","2020-07-11","1023","75678","122","7505","12.5","12.8"
"Cobb","2020-07-12","383","76061","52","7557","11.7","12.7"
"Cobb","2020-07-13","1517","77578","177","7734","11.7","12.7"
"Cobb","2020-07-14","2110","79688","220","7954","11.2","12.5"
"Cobb","2020-07-15","1518","81206","175","8129","11.1","12.5"
"Cobb","2020-07-16","1842","83048","185","8314","11.1","12.3"
"Cobb","2020-07-17","1415","84463","153","8467","11.4","12"
"Cobb","2020-07-18","748","85211","65","8532","11","11.7"
"Cobb","2020-07-19","386","85597","41","8573","10.5","11.1"
"Cobb","2020-07-20","1452","87049","169","8742","10.5","11.1"
"Cobb","2020-07-21","1247","88296","99","8841","10.2","10.7"
"Cobb","2020-07-22","1367","89663","88","8929","9.5","10.3"
"Cobb","2020-07-23","1433","91096","133","9062","9.3","10.2"
"Cobb","2020-07-24","1423","92519","100","9162","8.8","10.1"
"Cobb","2020-07-25","871","93390","74","9236","8.8","9.9"
"Cobb","2020-07-26","294","93684","16","9252","8","9.3"
"Cobb","2020-07-27","1567","95251","138","9390","7.6","9.1"
"Cobb","2020-07-28","1230","96481","102","9492","7.7","8.9"
"Cobb","2020-07-29","1745","98226","140","9632","7.9","8.7"
"Cobb","2020-07-30","1586","99812","133","9765","7.8","8.6"
"Cobb","2020-07-31","1268","101080","78","9843","7.7","8.2"
"Cobb","2020-08-01","947","102027","85","9928","7.7","8.3"
"Cobb","2020-08-02","281","102308","30","9958","8.5","8.3"
"Cobb","2020-08-03","1532","103840","119","10077","8.3","8"
"Cobb","2020-08-04","1435","105275","91","10168","8","7.9"
"Cobb","2020-08-05","1316","106591","89","10257","7.9","7.9"
"Cobb","2020-08-06","1513","108104","107","10364","7.7","7.7"
"Cobb","2020-08-07","1580","109684","103","10467","7.7","7.7"
"Cobb","2020-08-08","1068","110752","77","10544","7.5","7.6"
"Cobb","2020-08-09","368","111120","27","10571","7","7.7"
"Cobb","2020-08-10","1592","112712","93","10664","6.7","7.5"
"Cobb","2020-08-11","1488","114200","82","10746","6.6","7.3"
"Cobb","2020-08-12","1474","115674","87","10833","6.5","7.2"
"Cobb","2020-08-13","1723","117397","89","10922","6.2","6.9"
"Cobb","2020-08-14","1683","119080","70","10992","5.9","6.8"
"Cobb","2020-08-15","523","119603","36","11028","5.8","6.7"
"Cobb","2020-08-16","748","120351","56","11084","5.8","6.4"
"Cobb","2020-08-17","1052","121403","57","11141","5.8","6.3"
"Cobb","2020-08-18","1459","122862","103","11244","6","6.3"
"Cobb","2020-08-19","1376","124238","61","11305","5.8","6.1"
"Cobb","2020-08-20","1499","125737","87","11392","5.9","6.1"
"Cobb","2020-08-21","1456","127193","76","11468","6","6"
"Cobb","2020-08-22","1034","128227","45","11513","5.7","5.8"
"Cobb","2020-08-23","352","128579","30","11543","5.8","5.8"
"Cobb","2020-08-24","1487","130066","91","11634","5.9","5.9"
"Cobb","2020-08-25","1608","131674","116","11750","6","6"
"Cobb","2020-08-26","1305","132979","98","11848","6.4","6.1"
"Cobb","2020-08-27","1480","134459","108","11956","6.6","6.2"
"Cobb","2020-08-28","1543","136002","101","12057","6.8","6.4"
"Cobb","2020-08-29","705","136707","44","12101","7.1","6.4"
"Cobb","2020-08-30","367","137074","32","12133","7.1","6.5"
"Cobb","2020-08-31","1519","138593","83","12216","7","6.5"
"Cobb","2020-09-01","1557","140150","101","12317","6.9","6.4"
"Cobb","2020-09-02","1252","141402","79","12396","6.7","6.6"
"Cobb","2020-09-03","1534","142936","121","12517","6.8","6.7"
"Cobb","2020-09-04","1424","144360","86","12603","6.7","6.8"
"Cobb","2020-09-05","782","145142","53","12656","6.8","6.9"
"Cobb","2020-09-06","330","145472","17","12673","6.3","6.7"
"Cobb","2020-09-07","462","145934","24","12697","6.3","6.6"
"Cobb","2020-09-08","1939","147873","120","12817","6.2","6.6"
"Cobb","2020-09-09","1661","149534","87","12904","6.1","6.4"
"Cobb","2020-09-10","1444","150978","81","12985","5.7","6.3"
"Cobb","2020-09-11","1498","152476","73","13058","5.6","6.2"
"Cobb","2020-09-12","821","153297","35","13093","5.2","6"
"Cobb","2020-09-13","498","153795","20","13113","5.1","5.7"
"Cobb","2020-09-14","1686","155481","61","13174","4.8","5.5"
"Cobb","2020-09-15","1371","156852","70","13244","4.7","5.4"
"Cobb","2020-09-16","1597","158449","63","13307","4.5","5.3"
"Cobb","2020-09-17","1083","159532","42","13349","4.2","5"
"Cobb","2020-09-18","1420","160952","54","13403","4.1","4.8"
"Cobb","2020-09-19","939","161891","43","13446","4.1","4.7"
"Cobb","2020-09-20","317","162208","26","13472","4.7","4.9"
"Cobb","2020-09-21","1692","163900","47","13519","4.6","4.7"
"Cobb","2020-09-22","1357","165257","53","13572","4.4","4.6"
"Cobb","2020-09-23","1795","167052","47","13619","4.3","4.4"
"Cobb","2020-09-24","1535","168587","63","13682","4.3","4.3"
"Cobb","2020-09-25","1840","170427","55","13737","4.2","4.1"
"Cobb","2020-09-26","676","171103","35","13772","4.3","4.2"
"Cobb","2020-09-27","400","171503","25","13797","4","4.4"
"Cobb","2020-09-28","1484","172987","39","13836","4","4.3"
"Cobb","2020-09-29","1250","174237","44","13880","3.9","4.2"
"Cobb","2020-09-30","1557","175794","29","13909","3.8","4"
"Cobb","2020-10-01","1423","177217","49","13958","3.7","4"
"Cobb","2020-10-02","1356","178573","44","14002","3.7","4"
"Cobb","2020-10-03","779","179352","40","14042","3.7","4"
"Cobb","2020-10-04","411","179763","16","14058","3.4","3.7"
"Cobb","2020-10-05","1706","181469","61","14119","3.5","3.7"
"Cobb","2020-10-06","1599","183068","63","14182","3.6","3.7"
"Cobb","2020-10-07","1864","184932","61","14243","3.8","3.8"
"Cobb","2020-10-08","1217","186149","32","14275","3.7","3.7"
"Cobb","2020-10-09","1730","187879","56","14331","3.7","3.7"
"Cobb","2020-10-10","1017","188896","52","14383","3.7","3.7"
"Cobb","2020-10-11","451","189347","23","14406","3.8","3.6"
"Cobb","2020-10-12","1386","190733","75","14481","4.1","3.8"
"Cobb","2020-10-13","1498","192231","63","14544","4.1","3.9"
"Cobb","2020-10-14","1522","193753","68","14612","4.3","4"
"Cobb","2020-10-15","1233","194986","32","14644","4.3","4"
"Cobb","2020-10-16","1691","196677","63","14707","4.4","4"
"Cobb","2020-10-17","647","197324","38","14745","4.5","4.1"
"Cobb","2020-10-18","487","197811","22","14767","4.4","4.1"
"Cobb","2020-10-19","1624","199435","71","14838","4.3","4.2"
"Cobb","2020-10-20","1528","200963","60","14898","4.2","4.2"
"Cobb","2020-10-21","2267","203230","86","14984","4.1","4.2"
"Cobb","2020-10-22","1314","204544","89","15073","4.7","4.5"
"Cobb","2020-10-23","2124","206668","106","15179","4.9","4.6"
"Cobb","2020-10-24","874","207542","45","15224","4.8","4.6"
"Cobb","2020-10-25","623","208165","55","15279","5.4","4.9"
"Cobb","2020-10-26","1977","210142","93","15372","5.5","4.9"
"Cobb","2020-10-27","1891","212033","102","15474","5.7","4.9"
"Cobb","2020-10-28","2287","214320","107","15581","5.8","5"
"Cobb","2020-10-29","1190","215510","70","15651","5.7","5.2"
"Cobb","2020-10-30","2091","217601","111","15762","5.7","5.3"
"Cobb","2020-10-31","888","218489","54","15816","5.8","5.3"
"Cobb","2020-11-01","627","219116","58","15874","5.9","5.7"
"Cobb","2020-11-02","2010","221126","112","15986","6","5.7"
"Cobb","2020-11-03","1792","222918","100","16086","6.1","5.9"
"Cobb","2020-11-04","1859","224777","102","16188","6.2","6"
"Cobb","2020-11-05","1584","226361","90","16278","6.1","5.9"
"Cobb","2020-11-06","2047","228408","109","16387","6.1","5.9"
"Cobb","2020-11-07","1022","229430","99","16486","6.7","6.2"
"Cobb","2020-11-08","572","230002","64","16550","6.9","6.4"
"Cobb","2020-11-09","2296","232298","147","16697","7.1","6.5"
"Cobb","2020-11-10","2116","234414","152","16849","7.3","6.7"
"Cobb","2020-11-11","2633","237047","148","16997","7.3","6.7"
"Cobb","2020-11-12","1986","239033","133","17130","7.4","6.8"
"Cobb","2020-11-13","2366","241399","155","17285","7.6","6.9"
"Cobb","2020-11-14","1635","243034","116","17401","7.2","7"
"Cobb","2020-11-15","583","243617","69","17470","7.3","7.1"
"Cobb","2020-11-16","2848","246465","194","17664","7.4","7.2"
"Cobb","2020-11-17","2652","249117","171","17835","7.3","7.3"
"Cobb","2020-11-18","3390","252507","186","18021","7.3","7.3"
"Cobb","2020-11-19","2578","255085","158","18179","7.2","7.3"
"Cobb","2020-11-20","3180","258265","175","18354","7","7.3"
"Cobb","2020-11-21","2195","260460","113","18467","6.8","7"
"Cobb","2020-11-22","792","261252","69","18536","6.3","6.8"
"Cobb","2020-11-23","2884","264136","157","18693","6.1","6.8"
"Cobb","2020-11-24","2429","266565","160","18853","6.1","6.7"
"Cobb","2020-11-25","2703","269268","218","19071","6.5","6.9"
"Cobb","2020-11-26","294","269562","17","19088","6.5","6.8"
"Cobb","2020-11-27","1504","271066","147","19235","7.1","7.1"
"Cobb","2020-11-28","1133","272199","141","19376","8.1","7.4"
"Cobb","2020-11-29","723","272922","65","19441","8.2","7.2"
"Cobb","2020-11-30","2839","275761","285","19726","8.8","7.5"
"Cobb","2020-12-01","2921","278682","309","20035","9.4","7.8"
"Cobb","2020-12-02","3754","282436","322","20357","9.5","8"
"Cobb","2020-12-03","2549","284985","254","20611","10.1","8.3"
"Cobb","2020-12-04","2675","287660","226","20837","9.9","8.5"
"Cobb","2020-12-05","1893","289553","232","21069","9.8","9"
"Cobb","2020-12-06","664","290217","74","21143","10.1","9.1"
"Cobb","2020-12-07","3114","293331","326","21469","10.2","9.5"
"Cobb","2020-12-08","3230","296561","325","21794","10.1","9.8"
"Cobb","2020-12-09","3875","300436","334","22128","10.1","9.8"
"Cobb","2020-12-10","2945","303381","362","22490","10.5","10.3"
"Cobb","2020-12-11","3494","306875","360","22850","10.7","10.3"
"Cobb","2020-12-12","2126","309001","254","23104","10.7","10.3"
"Cobb","2020-12-13","673","309674","106","23210","11.3","10.7"
"Cobb","2020-12-14","3384","313058","433","23643","11.7","10.9"
"Cobb","2020-12-15","3585","316643","446","24089","12","11.1"
"Cobb","2020-12-16","3963","320606","396","24485","12.2","11.2"
"Cobb","2020-12-17","3840","324446","400","24885","11.9","11.2"
"Cobb","2020-12-18","3717","328163","417","25302","12.1","11.4"
"Cobb","2020-12-19","2547","330710","279","25581","11.9","11.3"
"Cobb","2020-12-20","800","331510","113","25694","11.7","11.5"
"Cobb","2020-12-21","4573","336083","557","26251","11.6","11.6"
"Cobb","2020-12-22","4274","340357","571","26822","11.7","11.9"
"Cobb","2020-12-23","3855","344212","427","27249","11.9","12.1"
"Cobb","2020-12-24","1233","345445","198","27447","12.7","12.3"
"Cobb","2020-12-25","343","345788","47","27494","13.1","12.6"
"Cobb","2020-12-26","1818","347606","358","27852","14.3","13.1"
"Cobb","2020-12-27","864","348470","147","27999","14.7","13.2"
"Cobb","2020-12-28","3948","352418","733","28732","15.6","13.6"
"Cobb","2020-12-29","3696","356114","649","29381","16.2","14"
"Cobb","2020-12-30","4389","360503","761","30142","17.1","14.5"
"Cobb","2020-12-31","2558","363061","411","30553","17.1","14.9"
"Cobb","2021-01-01","469","363530","85","30638","17.8","15.4"
"Cobb","2021-01-02","2493","366023","449","31087","17.5","15.9"
"Cobb","2021-01-03","913","366936","146","31233","17.4","16.1"
"Cobb","2021-01-04","4075","371011","639","31872","17","16.3"
"Cobb","2021-01-05","5287","376298","849","32721","16.8","16.5"
"Cobb","2021-01-06","5373","381671","805","33526","16.4","16.8"
"Cobb","2021-01-07","3797","385468","741","34267","16.9","17"
"Cobb","2021-01-08","3181","388649","525","34792","16.7","17.2"
"Cobb","2021-01-09","2572","391221","411","35203","16.4","17"
"Cobb","2021-01-10","871","392092","182","35385","17.1","17.2"
"Cobb","2021-01-11","3695","395787","502","35887","16.8","16.9"
"Cobb","2021-01-12","3329","399116","465","36352","16.5","16.6"
"Cobb","2021-01-13","4087","403203","555","36907","16.3","16.4"
"Cobb","2021-01-14","3298","406501","438","37345","15.4","16.2"
"Cobb","2021-01-15","2857","409358","405","37750","15.1","15.9"
"Cobb","2021-01-16","2422","411780","421","38171","15.3","15.8"
"Cobb","2021-01-17","976","412756","181","38352","14.9","16"
"Cobb","2021-01-18","2489","415245","355","38707","15","15.9"
"Cobb","2021-01-19","3438","418683","462","39169","15","15.7"
"Cobb","2021-01-20","3704","422387","438","39607","14.7","15.5"
"Cobb","2021-01-21","2666","425053","371","39978","14.8","15.1"
"Cobb","2021-01-22","2830","427883","355","40333","14.6","14.8"
"Cobb","2021-01-23","2358","430241","366","40699","14.3","14.8"
"Cobb","2021-01-24","881","431122","131","40830","13.8","14.3"
"Cobb","2021-01-25","3150","434272","398","41228","13.5","14.3"
"Cobb","2021-01-26","3517","437789","401","41629","13.2","14.1"
"Cobb","2021-01-27","2997","440786","314","41943","13.1","13.9"
"Cobb","2021-01-28","2191","442977","271","42214","12.8","13.8"
"Cobb","2021-01-29","1961","444938","194","42408","12.5","13.5"
"Cobb","2021-01-30","469","445407","70","42478","12.4","13.3"
"Cobb","2021-01-31","72","445479","17","42495","13.6","13.7"
"Cobb","2021-02-01","4","445483","0","42495","11.8","12.7"
"Coffee","2020-02-01","0","0","0","0",".","."
"Coffee","2020-02-02","0","0","0","0",".","."
"Coffee","2020-02-03","0","0","0","0",".","."
"Coffee","2020-02-04","0","0","0","0",".","."
"Coffee","2020-02-05","0","0","0","0",".","."
"Coffee","2020-02-06","0","0","0","0",".","."
"Coffee","2020-02-07","0","0","0","0","0","."
"Coffee","2020-02-08","0","0","0","0","0","."
"Coffee","2020-02-09","0","0","0","0","0","."
"Coffee","2020-02-10","0","0","0","0","0","."
"Coffee","2020-02-11","0","0","0","0","0","."
"Coffee","2020-02-12","0","0","0","0","0","."
"Coffee","2020-02-13","0","0","0","0","0","."
"Coffee","2020-02-14","0","0","0","0","0","0"
"Coffee","2020-02-15","0","0","0","0","0","0"
"Coffee","2020-02-16","0","0","0","0","0","0"
"Coffee","2020-02-17","0","0","0","0","0","0"
"Coffee","2020-02-18","0","0","0","0","0","0"
"Coffee","2020-02-19","0","0","0","0","0","0"
"Coffee","2020-02-20","0","0","0","0","0","0"
"Coffee","2020-02-21","0","0","0","0","0","0"
"Coffee","2020-02-22","0","0","0","0","0","0"
"Coffee","2020-02-23","0","0","0","0","0","0"
"Coffee","2020-02-24","0","0","0","0","0","0"
"Coffee","2020-02-25","0","0","0","0","0","0"
"Coffee","2020-02-26","0","0","0","0","0","0"
"Coffee","2020-02-27","0","0","0","0","0","0"
"Coffee","2020-02-28","0","0","0","0","0","0"
"Coffee","2020-02-29","0","0","0","0","0","0"
"Coffee","2020-03-01","0","0","0","0","0","0"
"Coffee","2020-03-02","0","0","0","0","0","0"
"Coffee","2020-03-03","0","0","0","0","0","0"
"Coffee","2020-03-04","0","0","0","0","0","0"
"Coffee","2020-03-05","0","0","0","0","0","0"
"Coffee","2020-03-06","0","0","0","0","0","0"
"Coffee","2020-03-07","0","0","0","0","0","0"
"Coffee","2020-03-08","0","0","0","0","0","0"
"Coffee","2020-03-09","0","0","0","0","0","0"
"Coffee","2020-03-10","0","0","0","0","0","0"
"Coffee","2020-03-11","0","0","0","0","0","0"
"Coffee","2020-03-12","2","2","0","0","0","0"
"Coffee","2020-03-13","3","5","0","0","0","0"
"Coffee","2020-03-14","0","5","0","0","0","0"
"Coffee","2020-03-15","1","6","0","0","0","0"
"Coffee","2020-03-16","2","8","0","0","0","0"
"Coffee","2020-03-17","6","14","0","0","0","0"
"Coffee","2020-03-18","6","20","1","1","2.4","1.2"
"Coffee","2020-03-19","8","28","1","2","4.2","2.1"
"Coffee","2020-03-20","12","40","0","2","4.2","2.1"
"Coffee","2020-03-21","1","41","0","2","4.2","2.1"
"Coffee","2020-03-22","2","43","0","2","4.2","2.1"
"Coffee","2020-03-23","19","62","1","3","4.9","2.5"
"Coffee","2020-03-24","20","82","3","6","7.1","3.5"
"Coffee","2020-03-25","17","99","1","7","5.5","4"
"Coffee","2020-03-26","26","125","6","13","7","5.6"
"Coffee","2020-03-27","17","142","3","16","9.6","6.9"
"Coffee","2020-03-28","8","150","4","20","16.7","10.4"
"Coffee","2020-03-29","10","160","2","22","19.6","11.9"
"Coffee","2020-03-30","27","187","4","26","20.9","12.9"
"Coffee","2020-03-31","24","211","3","29","20.6","13.8"
"Coffee","2020-04-01","28","239","7","36","23.3","14.4"
"Coffee","2020-04-02","21","260","5","41","23.4","15.2"
"Coffee","2020-04-03","20","280","5","46","24.4","17"
"Coffee","2020-04-04","0","280","0","46","17.3","17"
"Coffee","2020-04-05","1","281","0","46","14.4","17"
"Coffee","2020-04-06","18","299","5","51","16.3","18.6"
"Coffee","2020-04-07","24","323","1","52","15.1","17.8"
"Coffee","2020-04-08","30","353","5","57","13.9","18.6"
"Coffee","2020-04-09","25","378","1","58","11.1","17.2"
"Coffee","2020-04-10","13","391","2","60","9.7","17.1"
"Coffee","2020-04-11","7","398","2","62","13.8","15.5"
"Coffee","2020-04-12","11","409","0","62","13.8","14.1"
"Coffee","2020-04-13","23","432","9","71","15.4","15.9"
"Coffee","2020-04-14","28","460","2","73","15.8","15.5"
"Coffee","2020-04-15","29","489","1","74","14","13.9"
"Coffee","2020-04-16","51","540","9","83","15.9","13.5"
"Coffee","2020-04-17","46","586","2","85","14.3","12"
"Coffee","2020-04-18","18","604","3","88","12.6","13.2"
"Coffee","2020-04-19","8","612","3","91","18","15.9"
"Coffee","2020-04-20","81","693","9","100","14","14.7"
"Coffee","2020-04-21","57","750","11","111","15.7","15.8"
"Coffee","2020-04-22","50","800","4","115","16.4","15.2"
"Coffee","2020-04-23","43","843","6","121","15.8","15.9"
"Coffee","2020-04-24","36","879","5","126","17.2","15.8"
"Coffee","2020-04-25","15","894","3","129","17.7","15.2"
"Coffee","2020-04-26","8","902","2","131","15.9","16.9"
"Coffee","2020-04-27","41","943","8","139","17.1","15.5"
"Coffee","2020-04-28","56","999","9","148","16.6","16.2"
"Coffee","2020-04-29","44","1043","6","154","17.4","16.9"
"Coffee","2020-04-30","76","1119","5","159","16.4","16.1"
"Coffee","2020-05-01","25","1144","2","161","15.5","16.4"
"Coffee","2020-05-02","30","1174","6","167","15.5","16.6"
"Coffee","2020-05-03","17","1191","0","167","12","13.9"
"Coffee","2020-05-04","85","1276","5","172","10","13.6"
"Coffee","2020-05-05","51","1327","6","178","9.4","13"
"Coffee","2020-05-06","103","1430","5","183","8.2","12.8"
"Coffee","2020-05-07","48","1478","4","187","8.4","12.4"
"Coffee","2020-05-08","51","1529","5","192","8.7","12.1"
"Coffee","2020-05-09","29","1558","0","192","5.8","10.7"
"Coffee","2020-05-10","7","1565","2","194","9.9","10.9"
"Coffee","2020-05-11","52","1617","5","199","10.4","10.2"
"Coffee","2020-05-12","141","1758","9","208","9.7","9.5"
"Coffee","2020-05-13","168","1926","7","215","9.6","8.9"
"Coffee","2020-05-14","148","2074","16","231","9.9","9.2"
"Coffee","2020-05-15","4","2078","0","231","8.5","8.6"
"Coffee","2020-05-16","60","2138","8","239","10.4","8.1"
"Coffee","2020-05-17","17","2155","1","240","7.2","8.5"
"Coffee","2020-05-18","85","2240","23","263","9.7","10"
"Coffee","2020-05-19","94","2334","4","267","9.4","9.5"
"Coffee","2020-05-20","8","2342","1","268","10.5","10.1"
"Coffee","2020-05-21","99","2441","6","274","9.9","9.9"
"Coffee","2020-05-22","52","2493","4","278","11","9.7"
"Coffee","2020-05-23","11","2504","0","278","9.1","9.7"
"Coffee","2020-05-24","8","2512","0","278","8.2","7.7"
"Coffee","2020-05-25","11","2523","1","279","5.7","7.7"
"Coffee","2020-05-26","42","2565","2","281","5.7","7.5"
"Coffee","2020-05-27","59","2624","5","286","5.2","7.9"
"Coffee","2020-05-28","171","2795","9","295","5","7.5"
"Coffee","2020-05-29","65","2860","3","298","4.6","7.8"
"Coffee","2020-05-30","8","2868","0","298","4.6","6.8"
"Coffee","2020-05-31","48","2916","6","304","6.4","7.3"
"Coffee","2020-06-01","124","3040","13","317","6.6","6.1"
"Coffee","2020-06-02","65","3105","5","322","7","6.4"
"Coffee","2020-06-03","126","3231","16","338","7.6","6.4"
"Coffee","2020-06-04","123","3354","20","358","9.2","7.1"
"Coffee","2020-06-05","110","3464","7","365","9.4","7"
"Coffee","2020-06-06","87","3551","11","376","11.2","7.9"
"Coffee","2020-06-07","5","3556","3","379","18","12.2"
"Coffee","2020-06-08","106","3662","10","389","17.9","12.2"
"Coffee","2020-06-09","95","3757","11","400","18.4","12.7"
"Coffee","2020-06-10","78","3835","10","410","18.4","13"
"Coffee","2020-06-11","131","3966","23","433","18.6","13.9"
"Coffee","2020-06-12","236","4202","15","448","18.6","14"
"Coffee","2020-06-13","18","4220","3","451","19.2","15.2"
"Coffee","2020-06-14","61","4281","7","458","12.3","15.1"
"Coffee","2020-06-15","175","4456","25","483","13","15.4"
"Coffee","2020-06-16","195","4651","13","496","12.3","15.3"
"Coffee","2020-06-17","176","4827","35","531","13.3","15.9"
"Coffee","2020-06-18","198","5025","21","552","12.3","15.5"
"Coffee","2020-06-19","149","5174","21","573","13.4","16"
"Coffee","2020-06-20","82","5256","15","588","13.6","16.4"
"Coffee","2020-06-21","13","5269","2","590","14.2","13.2"
"Coffee","2020-06-22","200","5469","48","638","15.6","14.3"
"Coffee","2020-06-23","230","5699","14","652","15.5","13.9"
"Coffee","2020-06-24","321","6020","46","698","14.7","14"
"Coffee","2020-06-25","115","6135","25","723","16.3","14.3"
"Coffee","2020-06-26","205","6340","21","744","15.7","14.6"
"Coffee","2020-06-27","104","6444","17","761","15.4","14.5"
"Coffee","2020-06-28","16","6460","6","767","18.6","16.4"
"Coffee","2020-06-29","185","6645","27","794","17.3","16.4"
"Coffee","2020-06-30","252","6897","30","824","18.1","16.8"
"Coffee","2020-07-01","39","6936","11","835","20.1","17.4"
"Coffee","2020-07-02","153","7089","20","855","18.8","17.6"
"Coffee","2020-07-03","141","7230","19","874","19.3","17.5"
"Coffee","2020-07-04","22","7252","6","880","20.9","18.2"
"Coffee","2020-07-05","12","7264","8","888","25","21.8"
"Coffee","2020-07-06","237","7501","54","942","26.2","21.7"
"Coffee","2020-07-07","147","7648","20","962","26.4","22.3"
"Coffee","2020-07-08","164","7812","19","981","24.1","22.1"
"Coffee","2020-07-09","223","8035","26","1007","23.9","21.4"
"Coffee","2020-07-10","48","8083","13","1020","25.8","22.6"
"Coffee","2020-07-11","106","8189","12","1032","23.5","22.2"
"Coffee","2020-07-12","23","8212","6","1038","17.7","21.4"
"Coffee","2020-07-13","148","8360","39","1077","18.2","22.2"
"Coffee","2020-07-14","165","8525","26","1103","18.5","22.5"
"Coffee","2020-07-15","33","8558","10","1113","21.2","22.6"
"Coffee","2020-07-16","196","8754","25","1138","21.4","22.6"
"Coffee","2020-07-17","37","8791","7","1145","20.2","23"
"Coffee","2020-07-18","72","8863","17","1162","22","22.7"
"Coffee","2020-07-19","21","8884","10","1172","25","21.4"
"Coffee","2020-07-20","217","9101","31","1203","23.3","20.8"
"Coffee","2020-07-21","258","9359","26","1229","22.5","20.5"
"Coffee","2020-07-22","105","9464","9","1238","19.4","20.3"
"Coffee","2020-07-23","230","9694","20","1258","18.8","20.1"
"Coffee","2020-07-24","25","9719","4","1262","18.4","19.3"
"Coffee","2020-07-25","133","9852","22","1284","17.4","19.7"
"Coffee","2020-07-26","19","9871","6","1290","15.1","20.1"
"Coffee","2020-07-27","162","10033","34","1324","16.1","19.7"
"Coffee","2020-07-28","187","10220","19","1343","16.1","19.3"
"Coffee","2020-07-29","110","10330","21","1364","17.6","18.5"
"Coffee","2020-07-30","144","10474","11","1375","17.4","18.1"
"Coffee","2020-07-31","23","10497","4","1379","17.6","18"
"Coffee","2020-08-01","140","10637","25","1404","17.8","17.6"
"Coffee","2020-08-02","10","10647","2","1406","16.2","15.6"
"Coffee","2020-08-03","178","10825","36","1442","16.1","16.1"
"Coffee","2020-08-04","151","10976","25","1467","17","16.5"
"Coffee","2020-08-05","126","11102","8","1475","15.1","16.4"
"Coffee","2020-08-06","136","11238","13","1488","15.4","16.4"
"Coffee","2020-08-07","35","11273","10","1498","17","17.3"
"Coffee","2020-08-08","208","11481","43","1541","17.4","17.6"
"Coffee","2020-08-09","14","11495","4","1545","18.6","17.4"
"Coffee","2020-08-10","144","11639","20","1565","17.7","16.9"
"Coffee","2020-08-11","175","11814","28","1593","17.7","17.3"
"Coffee","2020-08-12","130","11944","18","1611","18.7","16.9"
"Coffee","2020-08-13","135","12079","13","1624","18.7","17.1"
"Coffee","2020-08-14","28","12107","4","1628","16.7","16.9"
"Coffee","2020-08-15","9","12116","0","1628","13.7","15.6"
"Coffee","2020-08-16","127","12243","23","1651","12.3","15.4"
"Coffee","2020-08-17","45","12288","11","1662","13.8","15.7"
"Coffee","2020-08-18","158","12446","34","1696","14.5","16.1"
"Coffee","2020-08-19","99","12545","14","1710","14.6","16.7"
"Coffee","2020-08-20","138","12683","16","1726","14.9","16.8"
"Coffee","2020-08-21","28","12711","3","1729","14.4","15.5"
"Coffee","2020-08-22","107","12818","9","1738","15.6","14.7"
